tx_id,timestamp,segment,day_type,items
501,2026-01-14T19:07:00,lunch,weekend,"Burger, Donut"
502,2026-01-13T22:36:00,lunch,weekday,"Chicken Rice, Iced Tea, Lumpia"
503,2026-01-13T04:53:00,lunch,weekend,"Cheese Stick, Chicken Rice, Iced Tea, Soda, Sundae"
504,2026-01-14T12:00:00,morning,weekday,"Chicken Rice, Coffee, Fries"
505,2026-01-07T02:11:00,dinner,weekday,"Cheese Stick, Chicken Rice, Lumpia"
506,2026-01-09T17:51:00,dinner,weekday,"Extra Sauce, Fries, Sisig Rice, Water"
507,2026-01-06T10:16:00,lunch,weekday,"Donut, Extra Sauce, Hotdog, Iced Tea"
508,2026-01-04T19:09:00,morning,weekday,"Coffee, Spaghetti, Sundae"
509,2026-01-09T20:57:00,dinner,weekend,"Extra Rice, Lumpia, Sisig Rice"
510,2026-01-12T02:58:00,morning,weekend,"Chicken Rice, Iced Tea"
511,2026-01-10T17:18:00,morning,weekday,"Coffee, Extra Rice, Sisig Rice"
512,2026-01-09T14:14:00,dinner,weekday,"Chicken Rice, Lumpia, Water"
513,2026-01-09T07:04:00,lunch,weekday,"Hotdog, Lumpia, Water"
514,2026-01-07T11:22:00,morning,weekday,"Fries, Iced Tea, Sisig Rice"
515,2026-01-10T12:51:00,lunch,weekday,"Burger, Extra Sauce, Lumpia, Soda, Sundae"
516,2026-01-08T06:01:00,morning,weekday,"Donut, Fries, Hotdog, Soda"
517,2026-01-12T11:59:00,lunch,weekday,"Chicken Rice, Iced Tea, Nuggets"
518,2026-01-10T06:38:00,dinner,weekend,"Extra Sauce, Hotdog, Sundae"
519,2026-01-01T01:25:00,lunch,weekday,"Hotdog, Iced Tea"
520,2026-01-14T09:47:00,morning,weekday,"Extra Sauce, Nuggets"
521,2026-01-06T08:03:00,morning,weekend,"Iced Tea, Spaghetti, Sundae"
522,2026-01-14T13:03:00,lunch,weekday,"Burger, Cheese Stick, Extra Rice, Iced Tea, Water"
523,2026-01-02T11:12:00,lunch,weekday,"Burger, Extra Rice, Water"
524,2026-01-09T23:07:00,lunch,weekend,Donut
525,2026-01-06T20:02:00,morning,weekend,"Coffee, Extra Sauce, Spaghetti"
526,2026-01-06T13:32:00,dinner,weekend,"Extra Sauce, Lumpia"
527,2026-01-06T07:07:00,morning,weekday,"Cheese Stick, Coffee, Hotdog, Sundae"
528,2026-01-03T20:24:00,lunch,weekday,"Cheese Stick, Lumpia, Water"
529,2026-01-04T16:10:00,lunch,weekday,"Cheese Stick, Iced Tea"
530,2026-01-10T00:51:00,lunch,weekday,"Burger, Iced Tea"
531,2026-01-14T06:47:00,morning,weekday,"Burger, Cheese Stick, Coffee"
532,2026-01-13T16:13:00,morning,weekday,Nuggets
533,2026-01-05T06:55:00,lunch,weekday,"Burger, Donut, Extra Sauce, Water"
534,2026-01-01T21:30:00,lunch,weekend,"Cheese Stick, Extra Sauce, Soda, Spaghetti"
535,2026-01-12T04:18:00,morning,weekday,"Burger, Water"
536,2026-01-01T19:43:00,lunch,weekday,"Cheese Stick, Extra Rice, Fries, Hotdog, Iced Tea"
537,2026-01-13T18:16:00,lunch,weekday,"Burger, Fries, Soda, Sundae"
538,2026-01-10T15:16:00,morning,weekday,"Soda, Spaghetti"
539,2026-01-03T02:15:00,morning,weekday,"Coffee, Hotdog"
540,2026-01-09T05:38:00,dinner,weekend,"Cheese Stick, Nuggets, Soda, Spaghetti"
541,2026-01-12T16:46:00,lunch,weekday,"Hotdog, Iced Tea"
542,2026-01-10T11:27:00,morning,weekday,"Coffee, Hotdog, Lumpia"
543,2026-01-12T22:27:00,dinner,weekday,Sundae
544,2026-01-06T17:31:00,lunch,weekend,Iced Tea
545,2026-01-01T17:24:00,lunch,weekend,"Fries, Spaghetti, Water"
546,2026-01-12T03:37:00,lunch,weekday,"Burger, Fries, Sundae"
547,2026-01-01T20:59:00,dinner,weekend,"Cheese Stick, Extra Rice, Hotdog, Nuggets, Soda"
548,2026-01-11T13:24:00,lunch,weekday,"Hotdog, Soda, Sundae"
549,2026-01-03T12:59:00,lunch,weekend,Sisig Rice
550,2026-01-09T15:41:00,morning,weekday,"Fries, Hotdog"
551,2026-01-02T19:49:00,dinner,weekend,"Sisig Rice, Soda"
552,2026-01-08T19:52:00,lunch,weekend,"Cheese Stick, Water"
553,2026-01-11T08:50:00,dinner,weekday,Sisig Rice
554,2026-01-10T16:19:00,morning,weekday,"Iced Tea, Nuggets, Spaghetti"
555,2026-01-02T21:47:00,lunch,weekday,Lumpia
556,2026-01-01T17:44:00,lunch,weekday,Water
557,2026-01-05T21:35:00,dinner,weekday,Fries
558,2026-01-14T19:56:00,lunch,weekday,Coffee
559,2026-01-05T04:55:00,dinner,weekday,"Donut, Extra Rice, Iced Tea, Sisig Rice"
560,2026-01-14T23:53:00,lunch,weekday,"Hotdog, Iced Tea, Lumpia"
561,2026-01-14T07:14:00,lunch,weekend,"Burger, Extra Rice, Iced Tea"
562,2026-01-03T12:55:00,morning,weekday,Burger
563,2026-01-02T17:14:00,dinner,weekday,"Lumpia, Sisig Rice, Sundae"
564,2026-01-14T12:52:00,dinner,weekday,"Chicken Rice, Nuggets, Water"
565,2026-01-06T13:16:00,dinner,weekend,"Iced Tea, Lumpia, Sisig Rice, Sundae"
566,2026-01-10T00:35:00,lunch,weekday,"Burger, Extra Sauce"
567,2026-01-06T11:07:00,morning,weekday,Spaghetti
568,2026-01-04T15:12:00,dinner,weekday,Soda
569,2026-01-10T08:30:00,morning,weekday,"Chicken Rice, Nuggets, Sundae, Water"
