tx_id,timestamp,segment,day_type,items
1,2025-01-01T06:00:00Z,morning,weekday,"Water, Salad, Burger"
2,2025-01-01T06:15:00Z,morning,weekday,"Iced Tea, Pasta"
3,2025-01-01T06:30:00Z,morning,weekday,"Chicken Rice, Salad, Fruit Juice"
4,2025-01-01T06:45:00Z,morning,weekday,"Water, Salad"
5,2025-01-01T07:00:00Z,morning,weekday,"Hotdog, Lumpia, Water, Salad, Nachos"
6,2025-01-01T07:15:00Z,morning,weekday,"Fruit Juice, Salad, Burger, Water"
7,2025-01-01T07:30:00Z,morning,weekday,"Chicken Rice, Fruit Juice, Salad"
8,2025-01-01T07:45:00Z,morning,weekday,"Brownie, Fish Fillet, Water"
9,2025-01-01T08:00:00Z,morning,weekday,"Fish Fillet, Water, Brownie"
10,2025-01-01T08:15:00Z,morning,weekday,"Salad, Water, Coffee"
11,2025-01-01T08:30:00Z,morning,weekday,"Sisig Rice, Pasta, Iced Tea"
12,2025-01-01T08:45:00Z,morning,weekday,"Fruit Juice, Chicken Rice, Salad"
13,2025-01-01T09:00:00Z,morning,weekday,"Brownie, Water, Fish Fillet"
14,2025-01-01T09:15:00Z,morning,weekday,"Salad, Burger, Water"
15,2025-01-01T09:30:00Z,morning,weekday,"Fruit Juice, Water, Salad"
16,2025-01-01T09:45:00Z,morning,weekday,"Brownie, Fish Fillet, Water"
17,2025-01-01T10:00:00Z,morning,weekday,"Water, Chicken Rice, Brownie, Fish Fillet"
18,2025-01-01T10:15:00Z,morning,weekday,"Salad, Burger, Water"
19,2025-01-01T10:30:00Z,morning,weekday,"Spaghetti, Chicken Rice, Lumpia, Fruit Juice, Salad"
20,2025-01-01T10:45:00Z,morning,weekday,"Salad, Fruit Juice, Chicken Rice"
21,2025-01-01T11:00:00Z,lunch,weekday,"Pasta, Iced Tea"
22,2025-01-01T11:15:00Z,lunch,weekday,"Pasta, Iced Tea, Soda"
23,2025-01-01T11:30:00Z,lunch,weekday,"Extra Rice, Iced Tea, Pasta, Salad"
24,2025-01-01T11:45:00Z,lunch,weekday,"Coffee, Fruit Juice, Salad, Nuggets, Chicken Rice"
25,2025-01-01T12:00:00Z,lunch,weekday,"Fish Fillet, Water, Brownie"
26,2025-01-01T12:15:00Z,lunch,weekday,"Iced Tea, Pasta"
27,2025-01-01T12:30:00Z,lunch,weekday,"Pasta, Iced Tea"
28,2025-01-01T12:45:00Z,lunch,weekday,"Water, Burger, Salad"
29,2025-01-01T13:00:00Z,lunch,weekday,"Water, Fries, Salad"
30,2025-01-01T13:15:00Z,lunch,weekday,"Fruit Juice, Salad, Sundae, Chicken Rice"
31,2025-01-01T13:30:00Z,lunch,weekday,"Salad, Fruit Juice, Chicken Rice"
32,2025-01-01T13:45:00Z,lunch,weekday,"Cheese Stick, Spring Rolls, Pasta, Iced Tea"
33,2025-01-01T14:00:00Z,lunch,weekday,"Burger, Pasta, Iced Tea"
34,2025-01-01T14:15:00Z,lunch,weekday,"Nachos, Water, Fish Fillet, Brownie"
35,2025-01-01T14:30:00Z,lunch,weekday,"Fish Fillet, Brownie, Water"
36,2025-01-01T14:45:00Z,lunch,weekday,"Spring Rolls, Chicken Rice, Salad, Fruit Juice, Lumpia"
37,2025-01-01T15:00:00Z,lunch,weekday,"Salad, Chicken Rice, Fruit Juice"
38,2025-01-01T15:15:00Z,lunch,weekday,"Fish Fillet, Sundae, Brownie, Water"
39,2025-01-01T15:30:00Z,lunch,weekday,"Brownie, Fish Fillet, Water"
40,2025-01-01T15:45:00Z,lunch,weekday,"Brownie, Water, Fish Fillet"
41,2025-01-01T16:00:00Z,lunch,weekday,"Fish Fillet, Water, Brownie"
