tx_id,timestamp,segment,day_type,items,batch_no
181,2026-02-01 08:00:00+00:00,morning,weekend,"Burger, Chicken Rice, Iced Tea, Sundae, Water",2
182,2026-02-01 08:17:00+00:00,morning,weekend,"Burger, Fries, Lumpia, Sisig Rice, Soda",2
183,2026-02-01 08:34:00+00:00,morning,weekend,"Burger, Lumpia, Spaghetti",2
184,2026-02-01 08:51:00+00:00,morning,weekend,"Donut, Spaghetti",2
185,2026-02-01 09:08:00+00:00,morning,weekend,"Chicken Rice, Iced Tea, Sisig Rice, Sundae",2
186,2026-02-01 09:25:00+00:00,morning,weekend,"Fries, Iced Tea, Sisig Rice, Soda",2
187,2026-02-01 09:42:00+00:00,morning,weekend,"Extra Sauce, Fries, Spaghetti",2
188,2026-02-01 09:59:00+00:00,morning,weekend,"Extra Rice, Lumpia",2
189,2026-02-01 10:16:00+00:00,morning,weekend,"Cheese Stick, Chicken Rice, Iced Tea, Lumpia, Sundae",2
190,2026-02-01 10:33:00+00:00,morning,weekend,"Extra Rice, Fries, Nuggets, Sisig Rice, Soda",2
191,2026-02-01 10:50:00+00:00,morning,weekend,"Spaghetti, Sundae",2
192,2026-02-01 11:07:00+00:00,lunch,weekend,"Chicken Rice, Fries, Nuggets, Spaghetti, Sundae",2
193,2026-02-01 11:24:00+00:00,lunch,weekend,"Chicken Rice, Coffee, Donut, Nuggets",2
194,2026-02-01 11:41:00+00:00,lunch,weekend,"Donut, Fries, Sisig Rice, Soda",2
195,2026-02-01 11:58:00+00:00,lunch,weekend,"Cheese Stick, Coffee, Fries, Iced Tea, Nuggets",2
196,2026-02-01 12:15:00+00:00,lunch,weekend,Spaghetti,2
197,2026-02-01 12:32:00+00:00,lunch,weekend,"Chicken Rice, Donut, Iced Tea",2
198,2026-02-01 12:49:00+00:00,lunch,weekend,Fries,2
199,2026-02-01 13:06:00+00:00,lunch,weekend,Chicken Rice,2
200,2026-02-01 13:23:00+00:00,lunch,weekend,"Fries, Nuggets, Sisig Rice, Soda",2
201,2026-02-01 13:40:00+00:00,lunch,weekend,"Burger, Coffee, Fries, Sundae",2
202,2026-02-01 13:57:00+00:00,lunch,weekend,"Donut, Spaghetti",2
203,2026-02-01 14:14:00+00:00,lunch,weekend,"Burger, Extra Rice",2
204,2026-02-01 14:31:00+00:00,lunch,weekend,"Burger, Cheese Stick, Donut, Spaghetti",2
205,2026-02-01 14:48:00+00:00,lunch,weekend,"Chicken Rice, Iced Tea, Sisig Rice, Soda",2
206,2026-02-01 15:05:00+00:00,lunch,weekend,"Burger, Chicken Rice, Lumpia",2
207,2026-02-01 15:22:00+00:00,lunch,weekend,"Burger, Iced Tea, Lumpia, Spaghetti",2
208,2026-02-01 15:39:00+00:00,lunch,weekend,Cheese Stick,2
209,2026-02-01 15:56:00+00:00,lunch,weekend,"Coffee, Nuggets, Soda, Water",2
210,2026-02-01 16:13:00+00:00,lunch,weekend,Extra Rice,2
211,2026-02-01 16:30:00+00:00,lunch,weekend,"Cheese Stick, Sisig Rice, Sundae, Water",2
212,2026-02-01 16:47:00+00:00,lunch,weekend,"Cheese Stick, Chicken Rice, Extra Sauce, Iced Tea, Spaghetti",2
213,2026-02-01 17:04:00+00:00,dinner,weekend,"Burger, Fries, Lumpia, Nuggets",2
214,2026-02-01 17:21:00+00:00,dinner,weekend,Soda,2
215,2026-02-01 17:38:00+00:00,dinner,weekend,"Fries, Iced Tea, Nuggets, Soda, Spaghetti",2
216,2026-02-01 17:55:00+00:00,dinner,weekend,"Cheese Stick, Nuggets",2
217,2026-02-01 18:12:00+00:00,dinner,weekend,"Coffee, Fries, Iced Tea, Nuggets",2
