tx_id,timestamp,segment,day_type,items,batch_no
1,2026-02-03 07:30:00+00:00,morning,weekday,"Coffee, Hash Brown, Milk Tea, Pasta, Wrap",1
2,2026-02-03 07:47:00+00:00,morning,weekday,"Burger, Hash Brown, Hotdog, Water",1
3,2026-02-03 08:04:00+00:00,morning,weekday,"Coffee, Water",1
4,2026-02-03 08:21:00+00:00,morning,weekday,"Chicken Rice, Hotdog, Iced Tea, Nuggets, Salad",1
5,2026-02-03 08:38:00+00:00,morning,weekday,"Burger, Hash Brown",1
6,2026-02-03 08:55:00+00:00,morning,weekday,"Fries, Nuggets, Salad, Water",1
7,2026-02-03 09:12:00+00:00,morning,weekday,"Brownie, Pasta",1
8,2026-02-03 09:29:00+00:00,morning,weekday,"Brownie, Coffee, Fries, Salad",1
9,2026-02-03 09:46:00+00:00,morning,weekday,"Burger, Hotdog",1
10,2026-02-03 10:03:00+00:00,morning,weekday,"Burger, Hotdog, Spaghetti",1
11,2026-02-03 10:20:00+00:00,morning,weekday,"Fries, Hash Brown, Hotdog",1
12,2026-02-03 10:37:00+00:00,morning,weekday,"Brownie, Hash Brown, Hotdog, Milk Tea, Pasta",1
13,2026-02-03 10:54:00+00:00,morning,weekday,"Spaghetti, Wrap",1
14,2026-02-03 11:11:00+00:00,lunch,weekday,"Fries, Iced Tea, Wrap",1
15,2026-02-03 11:28:00+00:00,lunch,weekday,"Brownie, Hotdog, Milk Tea, Nuggets, Pasta",1
16,2026-02-03 11:45:00+00:00,lunch,weekday,"Chicken Rice, Hotdog, Iced Tea",1
17,2026-02-03 12:02:00+00:00,lunch,weekday,Pasta,1
18,2026-02-03 12:19:00+00:00,lunch,weekday,"Milk Tea, Pasta, Salad",1
19,2026-02-03 12:36:00+00:00,lunch,weekday,"Coffee, Salad",1
20,2026-02-03 12:53:00+00:00,lunch,weekday,"Brownie, Milk Tea",1
21,2026-02-03 13:10:00+00:00,lunch,weekday,"Burger, Milk Tea, Wrap",1
22,2026-02-03 13:27:00+00:00,lunch,weekday,"Chicken Rice, Hotdog, Spaghetti",1
23,2026-02-03 13:44:00+00:00,lunch,weekday,"Brownie, Coffee, Nuggets, Salad, Soda, Wrap",1
24,2026-02-03 14:01:00+00:00,lunch,weekday,"Brownie, Coffee, Pasta, Wrap",1
