tx_id,timestamp,segment,day_type,items
501,2026-01-14T20:49:00,lunch,weekday,"Iced Tea, Sisig Rice"
502,2026-01-11T10:26:00,lunch,weekday,"Coffee, Extra Rice, Fries, Sisig Rice"
503,2026-01-06T05:26:00,lunch,weekend,"Hotdog, Water"
504,2026-01-06T01:27:00,morning,weekend,"Coffee, Extra Sauce, Lumpia, Spaghetti"
505,2026-01-03T05:31:00,dinner,weekday,"Chicken Rice, Coffee, Extra Rice, Nuggets"
506,2026-01-04T16:21:00,lunch,weekday,Soda
507,2026-01-11T13:34:00,dinner,weekend,"Burger, Water"
508,2026-01-14T22:30:00,dinner,weekday,Chicken Rice
509,2026-01-09T07:39:00,lunch,weekend,"Burger, Donut"
510,2026-01-11T21:19:00,lunch,weekday,"Extra Rice, Sisig Rice"
511,2026-01-12T11:00:00,dinner,weekend,
512,2026-01-09T09:03:00,lunch,weekday,"Chicken Rice, Lumpia, Soda"
513,2026-01-03T11:43:00,dinner,weekend,"Spaghetti, Sundae, Water"
514,2026-01-10T13:26:00,morning,weekday,"Burger, Coffee, Fries"
515,2026-01-08T10:12:00,lunch,weekday,"Burger, Lumpia"
516,2026-01-09T11:06:00,lunch,weekday,"Chicken Rice, Soda"
517,2026-01-04T11:49:00,dinner,weekend,"Hotdog, Iced Tea"
518,2026-01-04T08:47:00,morning,weekday,"Coffee, Fries"
519,2026-01-13T10:16:00,lunch,weekday,"Donut, Fries, Hotdog"
520,2026-01-11T01:26:00,dinner,weekday,"Chicken Rice, Extra Rice, Water"
521,2026-01-14T20:07:00,lunch,weekday,Hotdog
522,2026-01-05T10:11:00,lunch,weekday,Sundae
523,2026-01-08T23:53:00,lunch,weekday,Coffee
524,2026-01-10T15:28:00,lunch,weekday,Burger
525,2026-01-14T10:35:00,dinner,weekday,"Chicken Rice, Iced Tea"
526,2026-01-13T14:29:00,dinner,weekday,"Extra Rice, Sisig Rice, Soda"
527,2026-01-11T18:04:00,lunch,weekend,"Chicken Rice, Donut, Lumpia, Water"
528,2026-01-14T15:04:00,morning,weekday,"Burger, Donut"
529,2026-01-02T07:57:00,dinner,weekday,"Sisig Rice, Soda, Sundae"
530,2026-01-02T17:57:00,morning,weekday,"Extra Sauce, Hotdog, Water"
531,2026-01-07T20:25:00,lunch,weekend,Burger
532,2026-01-04T17:02:00,lunch,weekday,"Chicken Rice, Fries, Iced Tea"
533,2026-01-13T12:58:00,morning,weekday,Hotdog
534,2026-01-12T21:41:00,dinner,weekend,"Extra Rice, Fries, Iced Tea, Sisig Rice"
535,2026-01-02T18:55:00,dinner,weekday,"Burger, Lumpia, Sundae"
536,2026-01-06T18:10:00,lunch,weekend,"Burger, Fries, Iced Tea"
537,2026-01-07T07:29:00,morning,weekday,Spaghetti
538,2026-01-07T09:55:00,dinner,weekday,"Chicken Rice, Nuggets, Sundae"
539,2026-01-05T05:06:00,morning,weekend,Sisig Rice
540,2026-01-09T05:17:00,lunch,weekend,"Chicken Rice, Extra Rice, Fries, Iced Tea"
541,2026-01-13T14:30:00,dinner,weekday,"Hotdog, Iced Tea"
542,2026-01-03T09:26:00,lunch,weekend,Extra Sauce
543,2026-01-09T06:38:00,lunch,weekday,"Burger, Soda"
544,2026-01-07T05:04:00,dinner,weekday,"Spaghetti, Water"
545,2026-01-11T08:17:00,dinner,weekend,Soda
546,2026-01-08T10:33:00,morning,weekday,"Fries, Iced Tea, Sisig Rice"
547,2026-01-06T22:54:00,morning,weekday,"Burger, Extra Sauce"
548,2026-01-09T13:31:00,lunch,weekend,"Burger, Extra Sauce"
549,2026-01-03T11:44:00,lunch,weekday,"Donut, Extra Sauce, Sisig Rice"
550,2026-01-09T00:39:00,lunch,weekday,"Chicken Rice, Fries, Soda"
551,2026-01-09T15:50:00,dinner,weekday,"Chicken Rice, Iced Tea"
552,2026-01-03T14:30:00,morning,weekday,Soda
553,2026-01-14T09:07:00,lunch,weekday,Chicken Rice
554,2026-01-08T17:26:00,morning,weekday,"Coffee, Hotdog"
555,2026-01-06T03:21:00,morning,weekday,Sundae
556,2026-01-02T17:52:00,lunch,weekend,"Chicken Rice, Iced Tea"
557,2026-01-01T10:09:00,lunch,weekday,"Chicken Rice, Iced Tea, Nuggets"
558,2026-01-14T23:33:00,lunch,weekday,Chicken Rice
559,2026-01-10T08:03:00,dinner,weekend,"Extra Sauce, Fries"
560,2026-01-03T14:01:00,lunch,weekend,"Burger, Water"
561,2026-01-13T12:45:00,morning,weekday,Iced Tea
562,2026-01-10T06:16:00,morning,weekend,"Donut, Iced Tea"
563,2026-01-03T17:53:00,dinner,weekday,Water
564,2026-01-14T07:07:00,lunch,weekend,"Extra Sauce, Lumpia"
565,2026-01-03T13:41:00,dinner,weekend,Coffee
566,2026-01-01T11:30:00,lunch,weekday,Spaghetti
567,2026-01-09T06:10:00,lunch,weekend,"Lumpia, Sisig Rice"
568,2026-01-06T08:35:00,dinner,weekday,"Burger, Iced Tea"
569,2026-01-11T17:16:00,lunch,weekend,Extra Sauce
570,2026-01-13T11:07:00,dinner,weekend,"Chicken Rice, Extra Rice, Fries"
571,2026-01-02T20:54:00,dinner,weekday,"Burger, Donut, Extra Sauce, Soda"
572,2026-01-04T00:54:00,morning,weekday,"Soda, Spaghetti"
573,2026-01-01T12:32:00,lunch,weekday,"Iced Tea, Lumpia, Sisig Rice"
574,2026-01-04T09:30:00,dinner,weekday,"Donut, Lumpia, Sisig Rice"
575,2026-01-05T14:56:00,morning,weekday,"Coffee, Lumpia"
576,2026-01-05T07:25:00,morning,weekend,"Hotdog, Soda"
577,2026-01-01T05:38:00,lunch,weekday,"Hotdog, Soda"
578,2026-01-11T17:11:00,lunch,weekend,Lumpia
579,2026-01-09T16:02:00,dinner,weekend,Extra Sauce
580,2026-01-08T05:17:00,lunch,weekday,"Nuggets, Soda, Spaghetti"
581,2026-01-10T18:53:00,dinner,weekday,Hotdog
582,2026-01-04T10:36:00,lunch,weekend,"Iced Tea, Sisig Rice"
583,2026-01-12T06:17:00,lunch,weekend,"Chicken Rice, Donut, Iced Tea, Nuggets"
584,2026-01-12T13:50:00,morning,weekday,"Chicken Rice, Coffee, Extra Rice, Sundae"
585,2026-01-08T11:29:00,dinner,weekday,"Burger, Extra Sauce, Nuggets, Sundae"
586,2026-01-11T22:03:00,morning,weekday,"Coffee, Hotdog, Sundae"
587,2026-01-13T22:50:00,lunch,weekend,Burger
588,2026-01-05T01:13:00,morning,weekend,Iced Tea
589,2026-01-10T20:07:00,morning,weekend,"Burger, Extra Sauce, Nuggets, Water"
590,2026-01-13T19:30:00,dinner,weekend,"Donut, Iced Tea, Nuggets"
591,2026-01-04T12:41:00,lunch,weekday,"Chicken Rice, Nuggets, Soda"
592,2026-01-07T20:03:00,dinner,weekday,"Burger, Iced Tea"
593,2026-01-12T10:56:00,dinner,weekday,"Burger, Donut, Fries, Iced Tea"
594,2026-01-11T05:43:00,morning,weekday,"Nuggets, Spaghetti"
595,2026-01-03T10:04:00,lunch,weekday,Fries
596,2026-01-12T01:48:00,lunch,weekday,Burger
597,2026-01-01T08:40:00,lunch,weekend,"Extra Rice, Sisig Rice"
598,2026-01-04T08:55:00,lunch,weekday,Extra Rice
599,2026-01-05T13:57:00,lunch,weekday,Burger
600,2026-01-07T14:48:00,lunch,weekend,"Fries, Hotdog, Water"
601,2026-01-13T14:09:00,morning,weekday,Water
602,2026-01-10T23:16:00,morning,weekend,"Chicken Rice, Coffee, Donut, Nuggets"
603,2026-01-09T21:11:00,morning,weekday,"Coffee, Extra Sauce"
604,2026-01-02T23:04:00,dinner,weekend,Sisig Rice
605,2026-01-09T02:59:00,lunch,weekday,Iced Tea
606,2026-01-08T17:51:00,lunch,weekday,"Fries, Water"
607,2026-01-02T03:32:00,dinner,weekend,Chicken Rice
608,2026-01-01T22:55:00,dinner,weekday,"Iced Tea, Sisig Rice"
609,2026-01-04T12:15:00,lunch,weekday,"Burger, Water"
610,2026-01-12T11:48:00,lunch,weekday,"Iced Tea, Sisig Rice"
611,2026-01-10T18:11:00,morning,weekday,"Hotdog, Water"
612,2026-01-02T14:00:00,lunch,weekday,"Fries, Sisig Rice, Sundae"
613,2026-01-02T07:34:00,morning,weekday,Iced Tea
614,2026-01-08T03:19:00,dinner,weekend,"Lumpia, Sisig Rice"
615,2026-01-11T01:28:00,dinner,weekday,"Chicken Rice, Extra Rice"
616,2026-01-13T07:20:00,lunch,weekend,"Chicken Rice, Fries, Iced Tea"
617,2026-01-07T21:59:00,lunch,weekday,"Chicken Rice, Fries"
618,2026-01-01T02:50:00,dinner,weekend,"Burger, Extra Sauce, Fries, Soda"
619,2026-01-07T11:23:00,lunch,weekend,"Spaghetti, Water"
620,2026-01-10T16:29:00,lunch,weekend,"Burger, Donut, Fries, Water"
621,2026-01-07T00:00:00,dinner,weekday,"Iced Tea, Nuggets, Sisig Rice"
622,2026-01-12T12:13:00,lunch,weekday,
623,2026-01-09T09:42:00,morning,weekday,"Fries, Sisig Rice"
624,2026-01-12T01:22:00,dinner,weekday,"Donut, Iced Tea, Nuggets"
625,2026-01-10T12:03:00,morning,weekday,Hotdog
626,2026-01-11T05:43:00,lunch,weekday,"Hotdog, Sundae, Water"
627,2026-01-03T00:20:00,lunch,weekday,"Burger, Extra Sauce, Lumpia, Soda"
628,2026-01-02T04:52:00,dinner,weekday,"Extra Rice, Sisig Rice, Sundae"
629,2026-01-14T04:30:00,dinner,weekday,"Chicken Rice, Soda"
630,2026-01-06T20:27:00,lunch,weekend,"Chicken Rice, Nuggets, Water"
631,2026-01-02T07:56:00,morning,weekend,"Coffee, Extra Sauce, Hotdog, Lumpia"
632,2026-01-12T05:13:00,lunch,weekday,"Spaghetti, Sundae, Water"
633,2026-01-01T10:10:00,lunch,weekday,"Iced Tea, Sundae"
634,2026-01-13T07:09:00,lunch,weekend,"Fries, Hotdog, Sundae, Water"
635,2026-01-04T19:24:00,dinner,weekend,"Chicken Rice, Donut"
636,2026-01-02T00:50:00,morning,weekend,"Chicken Rice, Nuggets"
637,2026-01-05T19:09:00,morning,weekday,Burger
638,2026-01-11T11:06:00,lunch,weekend,"Extra Sauce, Iced Tea, Sisig Rice"
639,2026-01-12T03:02:00,dinner,weekday,"Sundae, Water"
640,2026-01-09T13:33:00,dinner,weekday,"Iced Tea, Sisig Rice"
