tx_id,timestamp,segment,day_type,items
1001,2026-01-04T14:27:00,lunch,weekday,"Iced Tea, Nuggets, Sisig Rice"
1002,2026-01-05T19:35:00,lunch,weekday,"Nuggets, Sisig Rice, Water"
1003,2026-01-04T13:07:00,lunch,weekday,"Chicken Rice, Water"
1004,2026-01-09T15:27:00,lunch,weekday,Chicken Rice
1005,2026-01-11T10:51:00,morning,weekend,"Hotdog, Water"
1006,2026-01-01T17:56:00,lunch,weekday,Sisig Rice
1007,2026-01-06T13:38:00,lunch,weekday,Lumpia
1008,2026-01-02T10:46:00,lunch,weekday,Nuggets
1009,2026-01-05T11:16:00,dinner,weekday,"Burger, Sundae, Water"
1010,2026-01-11T01:44:00,lunch,weekday,"Burger, Fries, Soda"
1011,2026-01-12T13:02:00,dinner,weekday,"Chicken Rice, Iced Tea"
1012,2026-01-05T03:29:00,lunch,weekday,"Hotdog, Iced Tea"
1013,2026-01-13T06:08:00,lunch,weekday,"Iced Tea, Nuggets"
1014,2026-01-05T18:50:00,dinner,weekday,"Burger, Iced Tea"
1015,2026-01-14T13:04:00,lunch,weekday,"Extra Sauce, Sisig Rice"
1016,2026-01-11T05:36:00,dinner,weekend,"Fries, Spaghetti, Water"
1017,2026-01-01T10:38:00,lunch,weekday,"Burger, Extra Sauce, Fries"
1018,2026-01-05T21:24:00,dinner,weekday,"Burger, Fries"
1019,2026-01-09T21:01:00,lunch,weekday,"Burger, Water"
1020,2026-01-03T12:38:00,lunch,weekend,"Hotdog, Iced Tea, Nuggets"
1021,2026-01-13T18:50:00,lunch,weekend,Spaghetti
1022,2026-01-09T05:16:00,morning,weekday,"Coffee, Extra Sauce, Fries, Spaghetti"
1023,2026-01-06T19:27:00,dinner,weekday,Soda
1024,2026-01-13T20:57:00,lunch,weekend,"Extra Sauce, Sisig Rice, Water"
1025,2026-01-13T20:43:00,lunch,weekday,Sisig Rice
1026,2026-01-02T15:54:00,morning,weekday,"Burger, Coffee"
1027,2026-01-13T00:12:00,dinner,weekday,"Chicken Rice, Extra Rice"
1028,2026-01-10T17:16:00,dinner,weekday,Water
1029,2026-01-14T03:02:00,morning,weekend,"Coffee, Lumpia, Spaghetti"
1030,2026-01-08T10:50:00,morning,weekend,"Coffee, Hotdog"
1031,2026-01-09T12:51:00,dinner,weekend,"Burger, Coffee, Extra Sauce, Lumpia"
1032,2026-01-04T23:37:00,morning,weekend,"Fries, Iced Tea"
1033,2026-01-05T18:52:00,lunch,weekday,"Burger, Water"
1034,2026-01-08T01:17:00,dinner,weekend,"Burger, Nuggets, Soda"
1035,2026-01-07T06:01:00,dinner,weekday,"Hotdog, Nuggets"
1036,2026-01-07T16:03:00,dinner,weekend,Nuggets
1037,2026-01-03T11:44:00,lunch,weekday,Burger
1038,2026-01-01T18:41:00,dinner,weekday,"Chicken Rice, Sundae, Water"
1039,2026-01-03T13:23:00,dinner,weekday,Chicken Rice
1040,2026-01-03T22:00:00,dinner,weekday,"Donut, Sisig Rice, Water"
1041,2026-01-12T17:06:00,lunch,weekday,Nuggets
1042,2026-01-07T20:26:00,morning,weekend,"Burger, Coffee, Sundae"
1043,2026-01-01T18:41:00,lunch,weekend,"Chicken Rice, Donut, Water"
1044,2026-01-12T00:14:00,dinner,weekend,Extra Sauce
1045,2026-01-07T08:32:00,dinner,weekday,Lumpia
1046,2026-01-12T19:28:00,lunch,weekday,Water
1047,2026-01-08T21:50:00,lunch,weekend,"Burger, Extra Sauce, Iced Tea"
1048,2026-01-05T10:25:00,lunch,weekday,Water
1049,2026-01-02T01:39:00,morning,weekday,Hotdog
1050,2026-01-04T11:02:00,dinner,weekday,"Fries, Iced Tea, Spaghetti"
1051,2026-01-08T07:48:00,lunch,weekend,"Burger, Coffee, Fries"
1052,2026-01-04T04:37:00,morning,weekend,Donut
1053,2026-01-08T23:22:00,morning,weekend,"Lumpia, Spaghetti"
1054,2026-01-01T05:52:00,morning,weekend,"Coffee, Donut, Extra Sauce, Spaghetti"
1055,2026-01-08T18:26:00,lunch,weekday,"Iced Tea, Lumpia, Sisig Rice"
1056,2026-01-07T14:58:00,dinner,weekend,"Fries, Sisig Rice, Soda"
1057,2026-01-10T14:17:00,morning,weekday,"Coffee, Lumpia"
1058,2026-01-06T17:12:00,morning,weekday,Spaghetti
1059,2026-01-13T18:12:00,dinner,weekday,"Extra Sauce, Sisig Rice, Soda"
1060,2026-01-03T16:09:00,lunch,weekday,Sisig Rice
1061,2026-01-12T21:29:00,dinner,weekday,"Donut, Sisig Rice, Water"
1062,2026-01-10T09:05:00,morning,weekday,"Coffee, Fries, Spaghetti"
1063,2026-01-06T23:43:00,dinner,weekday,Extra Rice
1064,2026-01-13T05:56:00,dinner,weekday,Coffee
1065,2026-01-09T17:00:00,dinner,weekend,"Sisig Rice, Water"
1066,2026-01-13T18:05:00,morning,weekend,"Fries, Hotdog, Sundae, Water"
1067,2026-01-04T07:36:00,lunch,weekday,"Chicken Rice, Iced Tea"
1068,2026-01-02T20:53:00,dinner,weekday,"Coffee, Spaghetti"
1069,2026-01-05T21:56:00,lunch,weekday,"Coffee, Extra Rice, Fries, Hotdog"
1070,2026-01-05T08:59:00,morning,weekday,
1071,2026-01-06T23:56:00,lunch,weekend,Sisig Rice
1072,2026-01-13T05:58:00,lunch,weekday,"Nuggets, Soda"
1073,2026-01-13T14:35:00,lunch,weekday,Extra Rice
1074,2026-01-08T21:50:00,dinner,weekday,"Extra Rice, Iced Tea, Sisig Rice, Sundae"
1075,2026-01-04T00:49:00,lunch,weekday,"Chicken Rice, Extra Rice, Fries"
1076,2026-01-13T06:42:00,dinner,weekday,"Chicken Rice, Nuggets"
1077,2026-01-13T01:19:00,dinner,weekday,Chicken Rice
1078,2026-01-08T13:12:00,lunch,weekday,"Extra Sauce, Spaghetti"
1079,2026-01-10T19:02:00,morning,weekend,"Coffee, Donut, Extra Sauce, Spaghetti"
1080,2026-01-01T11:08:00,dinner,weekday,"Chicken Rice, Coffee"
1081,2026-01-02T13:53:00,dinner,weekday,Coffee
1082,2026-01-11T00:40:00,dinner,weekday,"Burger, Iced Tea"
1083,2026-01-08T02:12:00,dinner,weekend,"Burger, Fries"
1084,2026-01-13T11:16:00,dinner,weekday,"Chicken Rice, Fries, Iced Tea"
1085,2026-01-11T22:22:00,dinner,weekend,Hotdog
1086,2026-01-13T02:30:00,dinner,weekend,"Sisig Rice, Soda"
1087,2026-01-12T04:16:00,lunch,weekend,"Hotdog, Nuggets, Water"
