tx_id,timestamp,segment,day_type,items
801,2025-01-09T14:00:00Z,lunch,weekday,"Lumpia, Nachos, Iced Tea"
802,2025-01-09T14:15:00Z,lunch,weekday,"Milk Tea, Cheese Stick, Fries, Fried Chicken, Donut"
803,2025-01-09T14:30:00Z,lunch,weekday,"Water, Coffee, Donut"
804,2025-01-09T14:45:00Z,lunch,weekday,"Fries, Milk Tea, Water, Cheese Stick"
805,2025-01-09T15:00:00Z,lunch,weekday,"Lumpia, Donut, Coffee"
806,2025-01-09T15:15:00Z,lunch,weekday,"Fruit Juice, Lumpia, Iced Tea"
807,2025-01-09T15:30:00Z,lunch,weekday,"Hotdog, Soda"
808,2025-01-09T15:45:00Z,lunch,weekday,"Nuggets, Donut, Coffee"
809,2025-01-09T16:00:00Z,lunch,weekday,"Cheese Stick, Milk Tea, Fries"
810,2025-01-09T16:15:00Z,lunch,weekday,"Fries, Donut, Coffee, Fried Chicken"
811,2025-01-09T16:30:00Z,lunch,weekday,"Nachos, Soda, Burger"
812,2025-01-09T16:45:00Z,lunch,weekday,"Fries, Cheese Stick, Milk Tea"
813,2025-01-09T17:00:00Z,dinner,weekday,"Hotdog, Soda, Fried Chicken, Donut, Iced Tea"
814,2025-01-09T17:15:00Z,dinner,weekday,"Fries, Cheese Stick, Milk Tea"
815,2025-01-09T17:30:00Z,dinner,weekday,"Burger, Soda, Nachos"
816,2025-01-09T17:45:00Z,dinner,weekday,"Soda, Nachos, Burger"
817,2025-01-09T18:00:00Z,dinner,weekday,"Hotdog, Extra Rice, Soda, Coffee"
818,2025-01-09T18:15:00Z,dinner,weekday,"Coffee, Nachos, Donut"
819,2025-01-09T18:30:00Z,dinner,weekday,"Lumpia, Iced Tea, Fish Fillet, Milk Tea"
820,2025-01-09T18:45:00Z,dinner,weekday,"Donut, Chicken Rice, Pasta, Sundae, Coffee"
821,2025-01-09T19:00:00Z,dinner,weekday,"Iced Tea, Lumpia, Fries"
822,2025-01-09T19:15:00Z,dinner,weekday,"Milk Tea, Iced Tea, Lumpia"
823,2025-01-09T19:30:00Z,dinner,weekday,"Milk Tea, Fries, Cheese Stick"
824,2025-01-09T19:45:00Z,dinner,weekday,"Donut, Sisig Rice, Coffee"
825,2025-01-09T20:00:00Z,dinner,weekday,"Burger, Nachos, Soda"
826,2025-01-09T20:15:00Z,dinner,weekday,"Soda, Iced Tea, Hotdog"
827,2025-01-09T20:30:00Z,dinner,weekday,"Milk Tea, Fries, Cheese Stick, Water"
828,2025-01-09T20:45:00Z,dinner,weekday,"Coffee, Donut, Milk Tea, Soda"
829,2025-01-09T21:00:00Z,dinner,weekday,"Sundae, Coffee, Donut"
830,2025-01-09T21:15:00Z,dinner,weekday,"Hotdog, Soda"
831,2025-01-09T21:30:00Z,dinner,weekday,"Lumpia, Brownie, Iced Tea, Sisig Rice"
832,2025-01-09T21:45:00Z,dinner,weekday,"Soda, Nachos, Salad, Burger"
833,2025-01-09T22:00:00Z,dinner,weekday,"Hotdog, Soda"
834,2025-01-09T22:15:00Z,dinner,weekday,"Coffee, Donut, Soda"
835,2025-01-09T22:30:00Z,dinner,weekday,"Hotdog, Pasta, Fries, Soda"
836,2025-01-09T22:45:00Z,dinner,weekday,"Soda, Hotdog, Lumpia, Donut"
837,2025-01-09T23:00:00Z,dinner,weekday,"Soda, Hotdog, Fries"
838,2025-01-09T23:15:00Z,dinner,weekday,"Milk Tea, Brownie, Cheese Stick, Fries"
839,2025-01-09T23:30:00Z,dinner,weekday,"Burger, Soda, Nachos"
840,2025-01-09T23:45:00Z,dinner,weekday,"Donut, Coffee, Fish Fillet, Spaghetti"
841,2025-01-10T00:00:00Z,dinner,weekday,"Pasta, Donut, Coffee"
842,2025-01-10T00:15:00Z,dinner,weekday,"Hotdog, Soda"
843,2025-01-10T00:30:00Z,dinner,weekday,"Soda, Burger, Nachos"
844,2025-01-10T00:45:00Z,dinner,weekday,"Donut, Coffee, Water"
845,2025-01-10T01:00:00Z,dinner,weekday,"Iced Tea, Chicken Rice, Sisig Rice, Lumpia"
846,2025-01-10T01:15:00Z,dinner,weekday,"Nachos, Burger, Soda"
847,2025-01-10T01:30:00Z,dinner,weekday,"Fish Fillet, Soda, Hotdog, Fruit Juice, Extra Rice"
848,2025-01-10T01:45:00Z,dinner,weekday,"Spaghetti, Milk Tea, Fries, Cheese Stick"
849,2025-01-10T02:00:00Z,dinner,weekday,"Iced Tea, Lumpia, Brownie"
850,2025-01-10T02:15:00Z,dinner,weekday,"Cheese Stick, Burger, Fries, Iced Tea, Lumpia"
851,2025-01-10T02:30:00Z,dinner,weekday,"Fries, Cheese Stick, Milk Tea"
852,2025-01-10T02:45:00Z,dinner,weekday,"Lumpia, Fried Chicken, Chicken Rice, Fries, Iced Tea"
853,2025-01-10T03:00:00Z,dinner,weekday,"Soda, Burger, Nachos"
854,2025-01-10T03:15:00Z,dinner,weekday,"Burger, Nachos, Soda"
855,2025-01-10T03:30:00Z,dinner,weekday,"Nachos, Soda, Spring Rolls, Burger"
856,2025-01-10T03:45:00Z,dinner,weekday,"Hotdog, Fruit Juice, Soda"
857,2025-01-10T04:00:00Z,dinner,weekday,"Pasta, Coffee, Donut"
858,2025-01-10T04:15:00Z,dinner,weekday,"Extra Rice, Soda, Hotdog"
859,2025-01-10T04:30:00Z,dinner,weekday,"Iced Tea, Donut, Coffee"
860,2025-01-10T04:45:00Z,dinner,weekday,"Fries, Milk Tea, Cheese Stick"
861,2025-01-10T05:00:00Z,morning,weekday,"Soda, Hotdog"
862,2025-01-10T05:15:00Z,morning,weekday,"Cheese Stick, Soda, Hotdog, Nuggets"
863,2025-01-10T05:30:00Z,morning,weekday,"Burger, Nachos, Spring Rolls, Soda"
864,2025-01-10T05:45:00Z,morning,weekday,"Soda, Brownie, Hotdog"
865,2025-01-10T06:00:00Z,morning,weekday,"Soda, Burger, Hotdog"
866,2025-01-10T06:15:00Z,morning,weekday,"Iced Tea, Lumpia"
867,2025-01-10T06:30:00Z,morning,weekday,"Burger, Nachos, Soda"
868,2025-01-10T06:45:00Z,morning,weekday,"Burger, Soda, Nachos"
869,2025-01-10T07:00:00Z,morning,weekday,"Hotdog, Burger, Soda"
870,2025-01-10T07:15:00Z,morning,weekday,"Hotdog, Spaghetti, Iced Tea, Soda, Fries"
871,2025-01-10T07:30:00Z,morning,weekday,"Water, Fries, Burger, Hotdog, Soda"
872,2025-01-10T07:45:00Z,morning,weekday,"Burger, Soda, Nachos"
873,2025-01-10T08:00:00Z,morning,weekday,"Milk Tea, Cheese Stick, Fries"
874,2025-01-10T08:15:00Z,morning,weekday,"Hotdog, Cheese Stick, Soda"
875,2025-01-10T08:30:00Z,morning,weekday,"Hotdog, Soda, Salad"
876,2025-01-10T08:45:00Z,morning,weekday,"Hotdog, Soda"
877,2025-01-10T09:00:00Z,morning,weekday,"Soda, Coffee, Hotdog, Nachos"
878,2025-01-10T09:15:00Z,morning,weekday,"Soda, Burger, Fish Fillet, Nachos"
879,2025-01-10T09:30:00Z,morning,weekday,"Sisig Rice, Hotdog, Soda"
880,2025-01-10T09:45:00Z,morning,weekday,"Cheese Stick, Soda, Hotdog"
881,2025-01-10T10:00:00Z,morning,weekday,"Lumpia, Iced Tea, Coffee, Fries"
882,2025-01-10T10:15:00Z,morning,weekday,"Spaghetti, Soda, Burger, Nachos"
883,2025-01-10T10:30:00Z,morning,weekday,"Nachos, Soda, Burger, Fried Chicken, Fries"
884,2025-01-10T10:45:00Z,morning,weekday,"Fries, Cheese Stick, Milk Tea"
885,2025-01-10T11:00:00Z,lunch,weekday,"Cheese Stick, Fries, Milk Tea"
886,2025-01-10T11:15:00Z,lunch,weekday,"Hotdog, Soda, Extra Rice, Fruit Juice"
887,2025-01-10T11:30:00Z,lunch,weekday,"Nachos, Soda, Brownie, Burger"
888,2025-01-10T11:45:00Z,lunch,weekday,"Hotdog, Soda"
889,2025-01-10T12:00:00Z,lunch,weekday,"Coffee, Burger, Sundae, Donut"
890,2025-01-10T12:15:00Z,lunch,weekday,"Soda, Nachos, Burger"
891,2025-01-10T12:30:00Z,lunch,weekday,"Cheese Stick, Milk Tea, Fries, Sundae, Coffee"
892,2025-01-10T12:45:00Z,lunch,weekday,"Sundae, Soda, Water, Hotdog, Spaghetti"
893,2025-01-10T13:00:00Z,lunch,weekday,"Brownie, Nachos, Cheese Stick, Fries, Milk Tea"
894,2025-01-10T13:15:00Z,lunch,weekday,"Burger, Nachos, Soda"
895,2025-01-10T13:30:00Z,lunch,weekday,"Soda, Nachos, Burger"
896,2025-01-10T13:45:00Z,lunch,weekday,"Donut, Pasta, Coffee, Lumpia"
897,2025-01-10T14:00:00Z,lunch,weekday,"Iced Tea, Lumpia, Brownie, Extra Rice"
898,2025-01-10T14:15:00Z,lunch,weekday,"Brownie, Donut, Nuggets, Coffee"
899,2025-01-10T14:30:00Z,lunch,weekday,"Sisig Rice, Donut, Coffee"
900,2025-01-10T14:45:00Z,lunch,weekday,"Coffee, Soda, Nuggets, Salad, Hotdog"
901,2025-01-10T15:00:00Z,lunch,weekday,"Fries, Cheese Stick, Hotdog, Milk Tea"
902,2025-01-10T15:15:00Z,lunch,weekday,"Burger, Soda, Nachos"
903,2025-01-10T15:30:00Z,lunch,weekday,"Burger, Donut, Pasta, Coffee"
904,2025-01-10T15:45:00Z,lunch,weekday,"Nachos, Extra Rice, Soda, Burger"
905,2025-01-10T16:00:00Z,lunch,weekday,"Burger, Soda, Hotdog"
906,2025-01-10T16:15:00Z,lunch,weekday,"Soda, Hotdog"
907,2025-01-10T16:30:00Z,lunch,weekday,"Fries, Cheese Stick, Donut, Milk Tea"
908,2025-01-10T16:45:00Z,lunch,weekday,"Fries, Milk Tea, Cheese Stick"
909,2025-01-10T17:00:00Z,dinner,weekday,"Coffee, Donut, Spaghetti"
910,2025-01-10T17:15:00Z,dinner,weekday,"Pasta, Salad, Fries, Milk Tea, Cheese Stick"
911,2025-01-10T17:30:00Z,dinner,weekday,"Cheese Stick, Fried Chicken, Fries, Milk Tea"
912,2025-01-10T17:45:00Z,dinner,weekday,"Milk Tea, Cheese Stick, Fries"
913,2025-01-10T18:00:00Z,dinner,weekday,"Donut, Coffee, Chicken Rice, Brownie"
914,2025-01-10T18:15:00Z,dinner,weekday,"Iced Tea, Lumpia"
915,2025-01-10T18:30:00Z,dinner,weekday,"Hotdog, Soda"
916,2025-01-10T18:45:00Z,dinner,weekday,"Fries, Milk Tea, Cheese Stick"
917,2025-01-10T19:00:00Z,dinner,weekday,"Coffee, Donut, Milk Tea"
918,2025-01-10T19:15:00Z,dinner,weekday,"Milk Tea, Cheese Stick, Fries"
919,2025-01-10T19:30:00Z,dinner,weekday,"Burger, Soda, Nachos"
920,2025-01-10T19:45:00Z,dinner,weekday,"Hotdog, Soda, Spring Rolls"
921,2025-01-10T20:00:00Z,dinner,weekday,"Coffee, Iced Tea, Lumpia"
922,2025-01-10T20:15:00Z,dinner,weekday,"Fruit Juice, Soda, Hotdog, Sundae"
