tx_id,timestamp,segment,day_type,items
401,2025-01-05T10:00:00Z,morning,weekend,"Pasta, Brownie, Burger, Coffee"
402,2025-01-05T10:15:00Z,morning,weekend,"Fish Fillet, Extra Rice, Fruit Juice"
403,2025-01-05T10:30:00Z,morning,weekend,"Fruit Juice, Extra Rice, Fish Fillet"
404,2025-01-05T10:45:00Z,morning,weekend,"Soda, Extra Rice, Fried Chicken"
405,2025-01-05T11:00:00Z,lunch,weekend,"Nuggets, Iced Tea, Burger"
406,2025-01-05T11:15:00Z,lunch,weekend,"Fruit Juice, Lumpia, Extra Rice, Fish Fillet"
407,2025-01-05T11:30:00Z,lunch,weekend,"Milk Tea, Nuggets, Iced Tea, Burger"
408,2025-01-05T11:45:00Z,lunch,weekend,"Fried Chicken, Lumpia, Soda, Extra Rice"
409,2025-01-05T12:00:00Z,lunch,weekend,"Burger, Nuggets, Iced Tea"
410,2025-01-05T12:15:00Z,lunch,weekend,"Nuggets, Iced Tea, Burger"
411,2025-01-05T12:30:00Z,lunch,weekend,"Burger, Nuggets, Iced Tea"
412,2025-01-05T12:45:00Z,lunch,weekend,"Coffee, Pasta, Brownie"
413,2025-01-05T13:00:00Z,lunch,weekend,"Iced Tea, Nachos, Nuggets, Burger"
414,2025-01-05T13:15:00Z,lunch,weekend,"Spring Rolls, Hotdog, Milk Tea, Chicken Rice"
415,2025-01-05T13:30:00Z,lunch,weekend,"Nuggets, Iced Tea, Burger"
416,2025-01-05T13:45:00Z,lunch,weekend,"Fish Fillet, Fruit Juice, Extra Rice"
417,2025-01-05T14:00:00Z,lunch,weekend,"Fries, Iced Tea, Nuggets, Burger"
418,2025-01-05T14:15:00Z,lunch,weekend,"Pasta, Brownie, Coffee"
419,2025-01-05T14:30:00Z,lunch,weekend,"Salad, Spring Rolls, Milk Tea"
420,2025-01-05T14:45:00Z,lunch,weekend,"Soda, Fried Chicken, Extra Rice"
421,2025-01-05T15:00:00Z,lunch,weekend,"Cheese Stick, Extra Rice, Fruit Juice, Fish Fillet"
422,2025-01-05T15:15:00Z,lunch,weekend,"Fruit Juice, Soda, Fried Chicken, Chicken Rice, Extra Rice"
423,2025-01-05T15:30:00Z,lunch,weekend,"Burger, Spring Rolls, Milk Tea"
424,2025-01-05T15:45:00Z,lunch,weekend,"Extra Rice, Spaghetti, Fruit Juice, Burger, Fish Fillet"
425,2025-01-05T16:00:00Z,lunch,weekend,"Soda, Fried Chicken, Extra Rice"
426,2025-01-05T16:15:00Z,lunch,weekend,"Fried Chicken, Chicken Rice, Extra Rice, Soda"
427,2025-01-05T16:30:00Z,lunch,weekend,"Burger, Nuggets, Iced Tea, Brownie"
428,2025-01-05T16:45:00Z,lunch,weekend,"Iced Tea, Burger, Nuggets"
429,2025-01-05T17:00:00Z,dinner,weekend,"Milk Tea, Iced Tea, Nachos, Spring Rolls"
430,2025-01-05T17:15:00Z,dinner,weekend,"Iced Tea, Pasta, Nuggets, Burger, Cheese Stick"
431,2025-01-05T17:30:00Z,dinner,weekend,"Fruit Juice, Extra Rice, Fish Fillet"
432,2025-01-05T17:45:00Z,dinner,weekend,"Fish Fillet, Fruit Juice, Extra Rice"
433,2025-01-05T18:00:00Z,dinner,weekend,"Burger, Nuggets, Iced Tea"
434,2025-01-05T18:15:00Z,dinner,weekend,"Pasta, Coffee, Brownie"
435,2025-01-05T18:30:00Z,dinner,weekend,"Fish Fillet, Extra Rice, Fruit Juice, Water"
436,2025-01-05T18:45:00Z,dinner,weekend,"Coffee, Brownie, Pasta"
437,2025-01-05T19:00:00Z,dinner,weekend,"Nuggets, Iced Tea, Burger"
438,2025-01-05T19:15:00Z,dinner,weekend,"Water, Iced Tea, Fruit Juice, Nuggets, Burger"
439,2025-01-05T19:30:00Z,dinner,weekend,"Burger, Nuggets, Iced Tea"
440,2025-01-05T19:45:00Z,dinner,weekend,"Extra Rice, Fried Chicken, Soda"
441,2025-01-05T20:00:00Z,dinner,weekend,"Fruit Juice, Extra Rice, Fish Fillet"
442,2025-01-05T20:15:00Z,dinner,weekend,"Milk Tea, Spring Rolls"
443,2025-01-05T20:30:00Z,dinner,weekend,"Pasta, Nuggets, Coffee, Brownie"
444,2025-01-05T20:45:00Z,dinner,weekend,"Fish Fillet, Extra Rice, Fruit Juice, Pasta"
445,2025-01-05T21:00:00Z,dinner,weekend,"Burger, Coffee, Nuggets, Iced Tea"
446,2025-01-05T21:15:00Z,dinner,weekend,"Hotdog, Milk Tea, Spring Rolls, Lumpia"
447,2025-01-05T21:30:00Z,dinner,weekend,"Coffee, Brownie, Pasta"
448,2025-01-05T21:45:00Z,dinner,weekend,"Brownie, Pasta, Donut, Iced Tea, Coffee"
449,2025-01-05T22:00:00Z,dinner,weekend,"Pasta, Donut, Coffee, Brownie"
450,2025-01-05T22:15:00Z,dinner,weekend,"Coffee, Brownie, Pasta"
451,2025-01-05T22:30:00Z,dinner,weekend,"Brownie, Pasta, Coffee"
452,2025-01-05T22:45:00Z,dinner,weekend,"Spring Rolls, Nuggets, Spaghetti, Milk Tea, Lumpia"
453,2025-01-05T23:00:00Z,dinner,weekend,"Extra Rice, Fruit Juice, Fish Fillet"
454,2025-01-05T23:15:00Z,dinner,weekend,"Extra Rice, Fried Chicken, Soda"
455,2025-01-05T23:30:00Z,dinner,weekend,"Fried Chicken, Extra Rice, Cheese Stick, Soda, Pasta"
456,2025-01-05T23:45:00Z,dinner,weekend,"Extra Rice, Fruit Juice, Fish Fillet"
457,2025-01-06T00:00:00Z,dinner,weekday,"Fish Fillet, Extra Rice, Fries, Fruit Juice"
458,2025-01-06T00:15:00Z,dinner,weekday,"Extra Rice, Nuggets, Fruit Juice, Fish Fillet"
459,2025-01-06T00:30:00Z,dinner,weekday,"Nuggets, Iced Tea, Burger, Spring Rolls, Spaghetti"
460,2025-01-06T00:45:00Z,dinner,weekday,"Burger, Nuggets, Iced Tea"
461,2025-01-06T01:00:00Z,dinner,weekday,"Fried Chicken, Extra Rice, Soda"
462,2025-01-06T01:15:00Z,dinner,weekday,"Milk Tea, Spring Rolls, Coffee, Burger"
463,2025-01-06T01:30:00Z,dinner,weekday,"Pasta, Brownie, Coffee"
464,2025-01-06T01:45:00Z,dinner,weekday,"Burger, Milk Tea, Spring Rolls"
465,2025-01-06T02:00:00Z,dinner,weekday,"Soda, Nuggets, Extra Rice, Fried Chicken"
466,2025-01-06T02:15:00Z,dinner,weekday,"Milk Tea, Spring Rolls"
467,2025-01-06T02:30:00Z,dinner,weekday,"Milk Tea, Coffee, Spring Rolls"
468,2025-01-06T02:45:00Z,dinner,weekday,"Fruit Juice, Extra Rice, Sundae, Fish Fillet"
469,2025-01-06T03:00:00Z,dinner,weekday,"Burger, Iced Tea, Nuggets"
470,2025-01-06T03:15:00Z,dinner,weekday,"Fish Fillet, Fruit Juice, Extra Rice"
471,2025-01-06T03:30:00Z,dinner,weekday,"Milk Tea, Spring Rolls, Fried Chicken, Donut"
472,2025-01-06T03:45:00Z,dinner,weekday,"Fish Fillet, Extra Rice, Fruit Juice"
473,2025-01-06T04:00:00Z,dinner,weekday,"Pasta, Burger, Iced Tea, Nuggets"
474,2025-01-06T04:15:00Z,dinner,weekday,"Fruit Juice, Extra Rice, Fish Fillet"
475,2025-01-06T04:30:00Z,dinner,weekday,"Pasta, Coffee, Brownie"
476,2025-01-06T04:45:00Z,dinner,weekday,"Soda, Extra Rice, Fried Chicken"
477,2025-01-06T05:00:00Z,morning,weekday,"Iced Tea, Nuggets, Burger"
