tx_id,timestamp,segment,day_type,items
801,2025-01-09T14:00:00Z,lunch,weekday,"Brownie, Coffee, Pasta"
802,2025-01-09T14:15:00Z,lunch,weekday,"Extra Rice, Fish Fillet, Fruit Juice, Lumpia"
803,2025-01-09T14:30:00Z,lunch,weekday,"Extra Rice, Soda, Fried Chicken"
804,2025-01-09T14:45:00Z,lunch,weekday,"Extra Rice, Fried Chicken, Soda"
805,2025-01-09T15:00:00Z,lunch,weekday,"Fried Chicken, Soda, Extra Rice"
806,2025-01-09T15:15:00Z,lunch,weekday,"Extra Rice, Soda, Fried Chicken, Spring Rolls, Sundae"
807,2025-01-09T15:30:00Z,lunch,weekday,"Fish Fillet, Fruit Juice, Extra Rice, Soda"
808,2025-01-09T15:45:00Z,lunch,weekday,"Spring Rolls, Milk Tea, Coffee, Spaghetti, Extra Rice"
809,2025-01-09T16:00:00Z,lunch,weekday,"Brownie, Pasta, Coffee"
810,2025-01-09T16:15:00Z,lunch,weekday,"Brownie, Pasta, Fries, Coffee"
811,2025-01-09T16:30:00Z,lunch,weekday,"Fried Chicken, Soda, Extra Rice"
812,2025-01-09T16:45:00Z,lunch,weekday,"Spaghetti, Spring Rolls, Extra Rice, Milk Tea"
813,2025-01-09T17:00:00Z,dinner,weekday,"Nuggets, Burger, Iced Tea"
814,2025-01-09T17:15:00Z,dinner,weekday,"Milk Tea, Soda, Fish Fillet, Spring Rolls"
815,2025-01-09T17:30:00Z,dinner,weekday,"Pasta, Hotdog, Coffee, Brownie"
816,2025-01-09T17:45:00Z,dinner,weekday,"Spring Rolls, Milk Tea, Water"
817,2025-01-09T18:00:00Z,dinner,weekday,"Extra Rice, Fried Chicken, Soda"
818,2025-01-09T18:15:00Z,dinner,weekday,"Extra Rice, Fruit Juice, Fish Fillet"
819,2025-01-09T18:30:00Z,dinner,weekday,"Nuggets, Iced Tea, Burger"
820,2025-01-09T18:45:00Z,dinner,weekday,"Nachos, Milk Tea, Spring Rolls"
821,2025-01-09T19:00:00Z,dinner,weekday,"Extra Rice, Soda, Fried Chicken"
822,2025-01-09T19:15:00Z,dinner,weekday,"Fish Fillet, Extra Rice, Fruit Juice"
823,2025-01-09T19:30:00Z,dinner,weekday,"Spring Rolls, Milk Tea, Water, Lumpia"
824,2025-01-09T19:45:00Z,dinner,weekday,"Milk Tea, Spring Rolls"
825,2025-01-09T20:00:00Z,dinner,weekday,"Pasta, Brownie, Coffee, Water"
826,2025-01-09T20:15:00Z,dinner,weekday,"Extra Rice, Fruit Juice, Soda, Fried Chicken, Milk Tea"
827,2025-01-09T20:30:00Z,dinner,weekday,"Fruit Juice, Extra Rice, Fish Fillet"
828,2025-01-09T20:45:00Z,dinner,weekday,"Burger, Iced Tea, Nuggets"
829,2025-01-09T21:00:00Z,dinner,weekday,"Fried Chicken, Soda, Extra Rice"
830,2025-01-09T21:15:00Z,dinner,weekday,"Brownie, Pasta, Coffee"
831,2025-01-09T21:30:00Z,dinner,weekday,"Extra Rice, Fried Chicken, Nachos, Soda"
832,2025-01-09T21:45:00Z,dinner,weekday,"Nuggets, Iced Tea, Burger"
833,2025-01-09T22:00:00Z,dinner,weekday,"Pasta, Brownie, Coffee"
834,2025-01-09T22:15:00Z,dinner,weekday,"Nuggets, Iced Tea, Burger"
835,2025-01-09T22:30:00Z,dinner,weekday,"Extra Rice, Fried Chicken, Soda"
836,2025-01-09T22:45:00Z,dinner,weekday,"Hotdog, Extra Rice, Fried Chicken, Soda, Donut"
837,2025-01-09T23:00:00Z,dinner,weekday,"Fried Chicken, Soda, Extra Rice"
838,2025-01-09T23:15:00Z,dinner,weekday,"Nachos, Soda, Lumpia, Extra Rice, Fried Chicken"
839,2025-01-09T23:30:00Z,dinner,weekday,"Coffee, Extra Rice, Pasta, Brownie"
840,2025-01-09T23:45:00Z,dinner,weekday,"Fried Chicken, Soda, Extra Rice, Burger"
841,2025-01-10T00:00:00Z,dinner,weekday,"Fruit Juice, Brownie, Fish Fillet, Extra Rice"
842,2025-01-10T00:15:00Z,dinner,weekday,"Soda, Fried Chicken, Extra Rice"
843,2025-01-10T00:30:00Z,dinner,weekday,"Sundae, Spring Rolls, Milk Tea, Chicken Rice"
844,2025-01-10T00:45:00Z,dinner,weekday,"Fried Chicken, Extra Rice, Soda"
845,2025-01-10T01:00:00Z,dinner,weekday,"Extra Rice, Fruit Juice, Fish Fillet, Spring Rolls"
846,2025-01-10T01:15:00Z,dinner,weekday,"Fruit Juice, Fish Fillet, Sisig Rice, Extra Rice"
847,2025-01-10T01:30:00Z,dinner,weekday,"Nuggets, Iced Tea, Burger"
848,2025-01-10T01:45:00Z,dinner,weekday,"Iced Tea, Nachos, Burger, Lumpia, Nuggets"
849,2025-01-10T02:00:00Z,dinner,weekday,"Spaghetti, Milk Tea, Spring Rolls, Chicken Rice"
850,2025-01-10T02:15:00Z,dinner,weekday,"Fish Fillet, Extra Rice, Fruit Juice"
851,2025-01-10T02:30:00Z,dinner,weekday,"Donut, Milk Tea, Spring Rolls"
852,2025-01-10T02:45:00Z,dinner,weekday,"Pasta, Brownie, Coffee"
853,2025-01-10T03:00:00Z,dinner,weekday,"Fried Chicken, Extra Rice, Soda"
854,2025-01-10T03:15:00Z,dinner,weekday,"Pasta, Milk Tea, Coffee, Brownie"
855,2025-01-10T03:30:00Z,dinner,weekday,"Extra Rice, Nachos, Fruit Juice, Fish Fillet"
856,2025-01-10T03:45:00Z,dinner,weekday,"Iced Tea, Burger, Nuggets"
857,2025-01-10T04:00:00Z,dinner,weekday,"Soda, Iced Tea, Extra Rice, Fried Chicken"
858,2025-01-10T04:15:00Z,dinner,weekday,"Iced Tea, Burger, Nuggets"
859,2025-01-10T04:30:00Z,dinner,weekday,"Coffee, Pasta, Brownie"
860,2025-01-10T04:45:00Z,dinner,weekday,"Spring Rolls, Milk Tea"
