antecedents,consequents,antecedent support,consequent support,support,confidence,lift,leverage,conviction,support_n,conf_n,lift_n,stability,profit,profit_n,score,recent_score,blend_score,key
"Chicken Rice, Salad",Fruit Juice,0.221875,0.246875,0.209375,0.943661971830986,3.8224282403280445,0.154599609375,13.367968750000019,0.8769230769230769,0.802816901408451,0.8971071595381784,0.0,138.0,1.0,0.7405064756916953,0.7405064756916953,0.7405064756916953,"('Chicken Rice', 'Salad')=>('Fruit Juice',)"
"Fruit Juice, Salad",Chicken Rice,0.228125,0.2375,0.209375,0.9178082191780822,3.8644556596971884,0.15519531250000002,9.277083333333334,0.8769230769230769,0.7123287671232876,0.9113658171067042,0.0,138.0,1.0,0.7169246997982777,0.7169246997982777,0.7169246997982777,"('Fruit Juice', 'Salad')=>('Chicken Rice',)"
Chicken Rice,"Fruit Juice, Salad",0.2375,0.228125,0.209375,0.8815789473684211,3.8644556596971884,0.15519531250000002,6.518055555555559,0.8769230769230769,0.5855263157894739,0.9113658171067042,0.0,138.0,1.0,0.6788839643981336,0.6788839643981336,0.6788839643981336,"('Chicken Rice',)=>('Fruit Juice', 'Salad')"
Pasta,Iced Tea,0.2125,0.228125,0.2,0.9411764705882354,4.125705076551169,0.15152343750000002,13.12187500000002,0.8307692307692308,0.7941176470588238,1.0,0.0,53.0,0.0,0.6543891402714933,0.6543891402714933,0.6543891402714933,"('Pasta',)=>('Iced Tea',)"
"Fish Fillet, Water",Brownie,0.234375,0.240625,0.209375,0.8933333333333333,3.712554112554112,0.152978515625,7.119140624999999,0.8769230769230769,0.6266666666666666,0.8598301249953635,0.0,113.0,0.7058823529411765,0.6489303819275738,0.6489303819275738,0.6489303819275738,"('Fish Fillet', 'Water')=>('Brownie',)"
"Brownie, Water",Fish Fillet,0.23125,0.259375,0.209375,0.9054054054054054,3.490719635297948,0.14939453125,7.829464285714283,0.8769230769230769,0.6689189189189187,0.7845682627262075,0.0,113.0,0.7058823529411765,0.6427905920359605,0.6427905920359605,0.6427905920359605,"('Brownie', 'Water')=>('Fish Fillet',)"
Fruit Juice,"Chicken Rice, Salad",0.246875,0.221875,0.209375,0.8481012658227848,3.822428240328044,0.154599609375,5.122656249999999,0.8769230769230769,0.46835443037974667,0.8971071595381782,0.0,138.0,1.0,0.6401677343830839,0.6401677343830839,0.6401677343830839,"('Fruit Juice',)=>('Chicken Rice', 'Salad')"
Chicken Rice,Fruit Juice,0.2375,0.246875,0.209375,0.8815789473684211,3.570952698201199,0.1507421875,6.359722222222227,0.8769230769230769,0.5855263157894739,0.8117889626117535,0.0,118.0,0.7647058823529411,0.6304603390096901,0.6304603390096901,0.6304603390096901,"('Chicken Rice',)=>('Fruit Juice',)"
Brownie,"Fish Fillet, Water",0.240625,0.234375,0.209375,0.8701298701298701,3.712554112554112,0.152978515625,5.895312499999998,0.8769230769230769,0.5454545454545453,0.8598301249953635,0.0,113.0,0.7058823529411765,0.6245667455639374,0.6245667455639374,0.6245667455639374,"('Brownie',)=>('Fish Fillet', 'Water')"
"Chicken Rice, Fruit Juice",Salad,0.209375,0.6125,0.209375,1.0,1.6326530612244896,0.08113281249999998,999.0,0.8769230769230769,1.0,0.1541813530153412,0.0,138.0,1.0,0.6139299536384506,0.6139299536384506,0.6139299536384506,"('Chicken Rice', 'Fruit Juice')=>('Salad',)"
Fruit Juice,Chicken Rice,0.246875,0.2375,0.209375,0.8481012658227848,3.570952698201199,0.1507421875,5.0197916666666655,0.8769230769230769,0.46835443037974667,0.8117889626117535,0.0,118.0,0.7647058823529411,0.5953087733867719,0.5953087733867719,0.5953087733867719,"('Fruit Juice',)=>('Chicken Rice',)"
Iced Tea,Pasta,0.228125,0.2125,0.2,0.8767123287671234,4.125705076551169,0.15152343750000002,6.387500000000003,0.8307692307692308,0.5684931506849317,1.0,0.0,53.0,0.0,0.5867017913593257,0.5867017913593257,0.5867017913593257,"('Iced Tea',)=>('Pasta',)"
"Brownie, Fish Fillet",Water,0.209375,0.60625,0.209375,1.0,1.6494845360824744,0.08244140625000002,999.0,0.8769230769230769,1.0,0.15989177349739098,0.0,113.0,0.7058823529411765,0.5859457940530808,0.5859457940530808,0.5859457940530808,"('Brownie', 'Fish Fillet')=>('Water',)"
Fish Fillet,"Brownie, Water",0.259375,0.23125,0.209375,0.8072289156626505,3.490719635297948,0.14939453125,3.987890624999999,0.8769230769230769,0.3253012048192768,0.7845682627262075,0.0,113.0,0.7058823529411765,0.5397052778060679,0.5397052778060679,0.5397052778060679,"('Fish Fillet',)=>('Brownie', 'Water')"
Brownie,Fish Fillet,0.240625,0.259375,0.209375,0.8701298701298701,3.354717571585041,0.146962890625,5.702812499999998,0.8769230769230769,0.5454545454545453,0.7384267940325837,0.0,58.0,0.058823529411764705,0.5295100304703013,0.5295100304703013,0.5295100304703013,"('Brownie',)=>('Fish Fillet',)"
Brownie,Water,0.240625,0.60625,0.23125,0.961038961038961,1.5852189048065337,0.08537109375000002,10.106249999999998,0.9846153846153847,0.8636363636363635,0.13808834983865584,0.0,82.0,0.3411764705882353,0.5246537205324735,0.5246537205324735,0.5246537205324735,"('Brownie',)=>('Water',)"
"Burger, Water",Salad,0.153125,0.6125,0.153125,1.0,1.6326530612244896,0.05933593749999999,999.0,0.6000000000000001,1.0,0.1541813530153412,0.0,109.0,0.6588235294117647,0.5244276911950118,0.5244276911950118,0.5244276911950118,"('Burger', 'Water')=>('Salad',)"
Burger,"Salad, Water",0.16875,0.384375,0.153125,0.9074074074074074,2.360734718458296,0.08826171875000001,6.648750000000002,0.6000000000000001,0.675925925925926,0.40119787670995455,0.0,109.0,0.6588235294117647,0.488959599896443,0.488959599896443,0.488959599896443,"('Burger',)=>('Salad', 'Water')"
Chicken Rice,Salad,0.2375,0.6125,0.221875,0.9342105263157895,1.5252416756176155,0.07640624999999998,5.890000000000001,0.9384615384615385,0.7697368421052632,0.11773985388647162,0.0,79.0,0.3058823529411765,0.4786365590896222,0.4786365590896222,0.4786365590896222,"('Chicken Rice',)=>('Salad',)"
Fruit Juice,Salad,0.246875,0.6125,0.228125,0.9240506329113923,1.508654094549212,0.07691406249999996,5.1020833333333275,0.9692307692307692,0.7341772151898731,0.11211217933745626,0.0,79.0,0.3058823529411765,0.47271559853159745,0.47271559853159745,0.47271559853159745,"('Fruit Juice',)=>('Salad',)"
Fish Fillet,Water,0.259375,0.60625,0.234375,0.9036144578313252,1.49049807477332,0.07712890624999999,4.085156249999997,1.0,0.6626506024096382,0.10595238002839158,0.0,86.0,0.38823529411764707,0.46410680514175406,0.46410680514175406,0.46410680514175406,"('Fish Fillet',)=>('Water',)"
Fish Fillet,Brownie,0.259375,0.240625,0.209375,0.8072289156626505,3.354717571585041,0.146962890625,3.939257812499999,0.8769230769230769,0.3253012048192768,0.7384267940325837,0.0,58.0,0.058823529411764705,0.4634640282797208,0.4634640282797208,0.4634640282797208,"('Fish Fillet',)=>('Brownie',)"
"Burger, Salad",Water,0.1625,0.60625,0.153125,0.9423076923076923,1.5543219666931007,0.054609375000000016,6.824999999999998,0.6000000000000001,0.798076923076923,0.1276059346181101,0.0,109.0,0.6588235294117647,0.45720691351878096,0.45720691351878096,0.45720691351878096,"('Burger', 'Salad')=>('Water',)"
Burger,Salad,0.16875,0.6125,0.1625,0.9629629629629629,1.5721844293272862,0.05914062499999999,10.462499999999984,0.6461538461538462,0.8703703703703701,0.1336661386909405,0.0,54.0,0.011764705882352941,0.4249348856028507,0.4249348856028507,0.42493488560285064,"('Burger',)=>('Salad',)"
"Fries, Water",Salad,0.03125,0.6125,0.03125,1.0,1.6326530612244896,0.012109374999999999,999.0,0.0,1.0,0.1541813530153412,0.0,124.0,0.8352941176470589,0.42207475001854117,0.42207475001854117,0.4220747500185411,"('Fries', 'Water')=>('Salad',)"
Burger,Water,0.16875,0.60625,0.153125,0.9074074074074074,1.4967544864452083,0.050820312500000006,4.252500000000002,0.6000000000000001,0.675925925925926,0.10807499504916245,0.0,89.0,0.4235294117647059,0.392149467716539,0.392149467716539,0.39214946771653897,"('Burger',)=>('Water',)"
"Fries, Salad",Water,0.0375,0.60625,0.03125,0.8333333333333334,1.3745704467353954,0.008515625000000002,2.3625000000000007,0.0,0.41666666666666674,0.06662157229057963,0.0,124.0,0.8352941176470589,0.22518480483735082,0.22518480483735082,0.22518480483735082,"('Fries', 'Salad')=>('Water',)"
Fries,Salad,0.04375,0.6125,0.0375,0.8571428571428572,1.3994169096209912,0.010703124999999997,2.712500000000001,0.030769230769230764,0.5000000000000002,0.0750512406212243,0.0,69.0,0.18823529411764706,0.19374018572091697,0.19374018572091697,0.19374018572091695,"('Fries',)=>('Salad',)"
Fries,"Salad, Water",0.04375,0.384375,0.03125,0.7142857142857143,1.8583042973286874,0.014433593750000001,2.1546875,0.0,0.0,0.23073812842103159,0.0,124.0,0.8352941176470589,0.14121394386996378,0.14121394386996378,0.14121394386996378,"('Fries',)=>('Salad', 'Water')"
Nachos,Water,0.04375,0.60625,0.034375,0.7857142857142858,1.2960235640648015,0.007851562500000006,1.837500000000001,0.015384615384615398,0.2500000000000003,0.03997294337434782,0.0,84.0,0.36470588235294116,0.12454074715580422,0.12454074715580422,0.12454074715580421,"('Nachos',)=>('Water',)"
Sundae,Water,0.04375,0.60625,0.03125,0.7142857142857143,1.1782032400589102,0.004726562500000003,1.3781250000000003,0.0,0.0,0.0,0.0,119.0,0.7764705882352941,0.07764705882352942,0.07764705882352942,0.07764705882352942,"('Sundae',)=>('Water',)"
Spring Rolls,Salad,0.040625,0.6125,0.03125,0.7692307692307692,1.2558869701726842,0.006367187499999996,1.679166666666666,0.0,0.192307692307692,0.026355786840229194,0.0,63.0,0.11764705882352941,0.07604596028471784,0.07604596028471784,0.07604596028471784,"('Spring Rolls',)=>('Salad',)"
Fries,Water,0.04375,0.60625,0.03125,0.7142857142857143,1.1782032400589102,0.004726562500000003,1.3781250000000003,0.0,0.0,0.0,0.0,104.0,0.6,0.06,0.06,0.06,"('Fries',)=>('Water',)"
