antecedents,consequents,antecedent support,consequent support,support,confidence,lift,leverage,conviction,support_n,conf_n,lift_n,stability,profit,profit_n,score,recent_score,blend_score,key
"Cheese Stick, Soda",Spaghetti,0.18854166666666666,0.21666666666666667,0.18645833333333334,0.988950276243094,4.5643858903527414,0.1456076388888889,70.89166666666685,0.6245059288537549,0.982129929510383,0.7462892994441312,1.0,141.0,1.0,0.8561124894848987,0.8116611734883996,0.842777094685949,"('Cheese Stick', 'Soda')=>('Spaghetti',)"
"Fries, Soda",Burger,0.28541666666666665,0.309375,0.2791666666666667,0.9781021897810219,3.161542431615424,0.19086588541666666,31.538541666666706,0.9762845849802373,0.9645859551975836,0.42691201648670024,1.0,139.0,0.967741935483871,0.8381349012253847,0.7767406373946318,0.8197166220761588,"('Fries', 'Soda')=>('Burger',)"
"Soda, Spaghetti",Cheese Stick,0.19375,0.21770833333333334,0.18645833333333334,0.9623655913978495,4.420435252353759,0.14427734375,20.78660714285716,0.6245059288537549,0.9391360771227291,0.713516887556147,1.0,141.0,1.0,0.8350212307966065,0.7834613144018847,0.81955325587819,"('Soda', 'Spaghetti')=>('Cheese Stick',)"
"Fries, Nuggets",Milk Tea,0.153125,0.16770833333333332,0.14583333333333334,0.9523809523809523,5.678793256433008,0.12015299479166668,17.47812499999998,0.47035573122529645,0.9229885057471263,1.0,1.0,139.0,0.967741935483871,0.8677418915175844,0.6559833238220603,0.8042143212089271,"('Fries', 'Nuggets')=>('Milk Tea',)"
"Fries, Milk Tea",Nuggets,0.153125,0.17916666666666667,0.14583333333333334,0.9523809523809523,5.315614617940199,0.11839843750000001,17.23749999999998,0.47035573122529645,0.9229885057471263,0.9173172130734996,1.0,139.0,0.967741935483871,0.8470711947859593,0.6773107827401161,0.7961430711722062,"('Fries', 'Milk Tea')=>('Nuggets',)"
Burger,"Fries, Soda",0.309375,0.28541666666666665,0.2791666666666667,0.9023569023569024,3.1615424316154246,0.19086588541666666,7.318318965517242,0.9762845849802373,0.8420875420875419,0.42691201648670035,1.0,139.0,0.967741935483871,0.8013853772923722,0.7226736476955263,0.7777718584133184,"('Burger',)=>('Fries', 'Soda')"
"Burger, Soda",Fries,0.28541666666666665,0.45416666666666666,0.2791666666666667,0.9781021897810219,2.1536195004352776,0.14953993055555556,24.926388888888923,0.9762845849802373,0.9645859551975836,0.19744401334930795,1.0,139.0,0.967741935483871,0.7807679004410366,0.7496994603796034,0.7714473684226065,"('Burger', 'Soda')=>('Fries',)"
"Burger, Fries",Soda,0.28541666666666665,0.48854166666666665,0.2791666666666667,0.9781021897810219,2.002085505735141,0.1397287326388889,23.356597222222252,0.9762845849802373,0.9645859551975836,0.16294514235868687,1.0,139.0,0.967741935483871,0.7721431826933814,0.7595141062821206,0.7683544597700032,"('Burger', 'Fries')=>('Soda',)"
Spaghetti,"Cheese Stick, Soda",0.21666666666666667,0.18854166666666666,0.18645833333333334,0.860576923076923,4.564385890352741,0.1456076388888889,5.8201149425287335,0.6245059288537549,0.7745192307692306,0.746289299444131,1.0,141.0,1.0,0.7938292798625529,0.6675053293325554,0.7559320947035536,"('Spaghetti',)=>('Cheese Stick', 'Soda')"
Cheese Stick,"Soda, Spaghetti",0.21770833333333334,0.19375,0.18645833333333334,0.8564593301435407,4.420435252353759,0.14427734375,5.616875000000001,0.6245059288537549,0.7678600890942089,0.713516887556147,1.0,141.0,1.0,0.7836384343880505,0.6431865891271592,0.7415028808097831,"('Cheese Stick',)=>('Soda', 'Spaghetti')"
