antecedents,consequents,antecedent support,consequent support,support,confidence,lift,leverage,conviction,support_n,conf_n,lift_n,stability,profit,profit_n,score,recent_score,blend_score,key
"Extra Rice, Fruit Juice",Fish Fillet,0.234375,0.25625,0.234375,1.0,3.9024390243902443,0.17431640625,999.0,1.0,1.0,0.5501799280287886,0.0,162.0,1.0,0.7375449820071972,0.7375449820071972,0.7375449820071971,"('Extra Rice', 'Fruit Juice')=>('Fish Fillet',)"
"Extra Rice, Fish Fillet",Fruit Juice,0.234375,0.259375,0.234375,1.0,3.8554216867469875,0.173583984375,999.0,1.0,1.0,0.5407860952004739,0.0,162.0,1.0,0.7351965238001185,0.7351965238001185,0.7351965238001184,"('Extra Rice', 'Fish Fillet')=>('Fruit Juice',)"
"Burger, Iced Tea",Nuggets,0.14375,0.1625,0.14375,1.0,6.153846153846153,0.12039062499999999,999.0,0.5735294117647058,1.0,1.0,0.0,117.0,0.6153846153846154,0.7262443438914028,0.7262443438914028,0.7262443438914028,"('Burger', 'Iced Tea')=>('Nuggets',)"
"Coffee, Pasta",Brownie,0.1875,0.209375,0.1875,1.0,4.776119402985074,0.1482421875,999.0,0.7794117647058824,1.0,0.7247369708832884,0.0,142.0,0.8290598290598291,0.7199725785679815,0.7199725785679815,0.7199725785679815,"('Coffee', 'Pasta')=>('Brownie',)"
"Extra Rice, Soda",Fried Chicken,0.215625,0.246875,0.215625,1.0,4.0506329113924044,0.16239257812500002,999.0,0.911764705882353,1.0,0.5797883378294251,0.0,136.0,0.7777777777777778,0.7050778034116045,0.7050778034116045,0.7050778034116045,"('Extra Rice', 'Soda')=>('Fried Chicken',)"
"Brownie, Coffee",Pasta,0.190625,0.21875,0.1875,0.9836065573770493,4.49648711943794,0.14580078125,47.65625000000027,0.7794117647058824,0.9696417729204614,0.6688678158713097,0.0,142.0,0.8290598290598291,0.6968978216911252,0.6968978216911252,0.6968978216911252,"('Brownie', 'Coffee')=>('Pasta',)"
"Brownie, Pasta",Coffee,0.190625,0.21875,0.1875,0.9836065573770493,4.49648711943794,0.14580078125,47.65625000000027,0.7794117647058824,0.9696417729204614,0.6688678158713097,0.0,142.0,0.8290598290598291,0.6968978216911252,0.6968978216911252,0.6968978216911252,"('Brownie', 'Pasta')=>('Coffee',)"
"Burger, Nuggets",Iced Tea,0.14375,0.18125,0.14375,1.0,5.517241379310345,0.1176953125,999.0,0.5735294117647058,1.0,0.872809496890899,0.0,117.0,0.6153846153846154,0.6944467181141275,0.6944467181141275,0.6944467181141274,"('Burger', 'Nuggets')=>('Iced Tea',)"
"Iced Tea, Nuggets",Burger,0.14375,0.18125,0.14375,1.0,5.517241379310345,0.1176953125,999.0,0.5735294117647058,1.0,0.872809496890899,0.0,117.0,0.6153846153846154,0.6944467181141275,0.6944467181141275,0.6944467181141274,"('Iced Tea', 'Nuggets')=>('Burger',)"
Fish Fillet,"Extra Rice, Fruit Juice",0.25625,0.234375,0.234375,0.9146341463414634,3.9024390243902443,0.17431640625,8.968750000000004,1.0,0.8419150858175248,0.5501799280287886,0.0,162.0,1.0,0.6901195077524546,0.6901195077524546,0.6901195077524546,"('Fish Fillet',)=>('Extra Rice', 'Fruit Juice')"
