antecedents,consequents,antecedent support,consequent support,support,confidence,lift,leverage,conviction,support_n,conf_n,lift_n,stability,profit,profit_n,score,recent_score,blend_score,key
"Cheese Stick, Fries",Milk Tea,0.19375,0.2171875,0.1921875,0.9919354838709677,4.567184961708053,0.150107421875,97.0687500000001,0.43243243243243257,0.9849620493358634,0.9441420999578588,1.0,125.0,0.875,0.8555106262767103,0.8835531176122933,0.863923373677385,"('Cheese Stick', 'Fries')=>('Milk Tea',)"
"Cheese Stick, Milk Tea",Fries,0.1921875,0.23125,0.1921875,1.0,4.324324324324324,0.14774414062500002,999.0,0.43243243243243257,1.0,0.8600081676524076,1.0,125.0,0.875,0.8389885283995884,0.8876194528029675,0.853577805720602,"('Cheese Stick', 'Milk Tea')=>('Fries',)"
"Fries, Milk Tea",Cheese Stick,0.19375,0.2296875,0.1921875,0.9919354838709677,4.318630678077683,0.14768554687500002,95.51875000000008,0.43243243243243257,0.9849620493358634,0.8580357243077531,1.0,125.0,0.875,0.8339840323641838,0.8669993319980058,0.8438886222543303,"('Fries', 'Milk Tea')=>('Cheese Stick',)"
"Burger, Soda",Nachos,0.24375,0.2640625,0.2296875,0.9423076923076923,3.5685025034137463,0.165322265625,12.756249999999996,0.7567567567567567,0.892420814479638,0.598169680359803,1.0,132.0,1.0,0.8186200157851935,0.8115335405294434,0.8164940732084683,"('Burger', 'Soda')=>('Nachos',)"
"Nachos, Soda",Burger,0.246875,0.2671875,0.2296875,0.930379746835443,3.4821230290917162,0.16372558593749997,10.525852272727267,0.7567567567567567,0.8701787043931496,0.5682453380560014,1.0,132.0,1.0,0.8044662971832965,0.7929805119799578,0.8010205616222948,"('Nachos', 'Soda')=>('Burger',)"
Milk Tea,"Cheese Stick, Fries",0.2171875,0.19375,0.1921875,0.8848920863309353,4.567184961708053,0.150107421875,7.004296875000003,0.43243243243243257,0.7853575962759205,0.9441420999578588,1.0,125.0,0.875,0.7956292903587274,0.7837853811258066,0.7920761175888511,"('Milk Tea',)=>('Cheese Stick', 'Fries')"
Nachos,"Burger, Soda",0.2640625,0.24375,0.2296875,0.8698224852071006,3.5685025034137463,0.165322265625,5.809375,0.7567567567567567,0.7572572224155935,0.598169680359803,1.0,132.0,1.0,0.7780709381659802,0.7517932176350648,0.7701876220067054,"('Nachos',)=>('Burger', 'Soda')"
Burger,"Nachos, Soda",0.2671875,0.246875,0.2296875,0.8596491228070174,3.4821230290917162,0.16372558593749997,5.366015624999997,0.7567567567567567,0.7382868937048501,0.5682453380560014,1.0,132.0,1.0,0.7648987539768067,0.7474544971143202,0.7596654769180607,"('Burger',)=>('Nachos', 'Soda')"
Fries,"Cheese Stick, Milk Tea",0.23125,0.1921875,0.1921875,0.8310810810810811,4.324324324324325,0.14774414062500002,4.782250000000002,0.43243243243243257,0.6850158982511925,0.8600081676524078,1.0,125.0,0.875,0.7444932978749462,0.751255816439331,0.7465220534442616,"('Fries',)=>('Cheese Stick', 'Milk Tea')"
Cheese Stick,"Fries, Milk Tea",0.2296875,0.19375,0.1921875,0.8367346938775511,4.318630678077683,0.14768554687500002,4.938281250000001,0.43243243243243257,0.6955582232893158,0.8580357243077531,1.0,125.0,0.875,0.7471628845502196,0.7344873127672366,0.7433602130153246,"('Cheese Stick',)=>('Fries', 'Milk Tea')"
"Burger, Nachos",Soda,0.2296875,0.4953125,0.2296875,1.0,2.0189274447949526,0.11592041015625,999.0,0.7567567567567567,1.0,0.061352168520464885,1.0,132.0,1.0,0.7166893934814675,0.7644899931275794,0.731029573375301,"('Burger', 'Nachos')=>('Soda',)"
Coffee,Donut,0.2046875,0.21875,0.190625,0.9312977099236641,4.257360959651036,0.145849609375,11.371527777777777,0.41891891891891886,0.8718904355635384,0.8368101259645492,1.0,84.0,0.14285714285714285,0.7188391602296968,0.7512662236185974,0.728567279246367,"('Coffee',)=>('Donut',)"
Donut,Coffee,0.21875,0.2046875,0.190625,0.8714285714285713,4.257360959651035,0.145849609375,6.185763888888884,0.41891891891891886,0.7602521008403359,0.8368101259645488,1.0,84.0,0.14285714285714285,0.685347659812736,0.7069953902852641,0.6918419789544944,"('Donut',)=>('Coffee',)"
Milk Tea,Fries,0.2171875,0.23125,0.19375,0.8920863309352518,3.857670620260548,0.143525390625,7.123750000000001,0.445945945945946,0.7987727465086755,0.6983458597101154,1.0,87.0,0.19642857142857142,0.6730503352121778,0.685490948726289,0.6767825192664112,"('Milk Tea',)=>('Fries',)"
Nachos,Burger,0.2640625,0.2671875,0.2296875,0.8698224852071006,3.255475968026575,0.15913330078125,5.629332386363636,0.7567567567567567,0.7572572224155935,0.48972825641483464,1.0,89.0,0.23214285714285715,0.6741748678940238,0.6653043437962692,0.6715137106646974,"('Nachos',)=>('Burger',)"
Burger,Nachos,0.2671875,0.2640625,0.2296875,0.8596491228070174,3.255475968026575,0.15913330078125,5.243554687499996,0.7567567567567567,0.7382868937048501,0.48972825641483464,1.0,89.0,0.23214285714285715,0.6684837692808008,0.6653043437962692,0.6675299416354413,"('Burger',)=>('Nachos',)"
Milk Tea,Cheese Stick,0.2171875,0.2296875,0.1921875,0.8848920863309353,3.8525913962707388,0.14230224609375003,6.6920898437500025,0.43243243243243257,0.7853575962759205,0.6965862699638049,1.0,87.0,0.19642857142857142,0.6658831900030711,0.6655296711583406,0.6657771343496519,"('Milk Tea',)=>('Cheese Stick',)"
Lumpia,Iced Tea,0.1703125,0.1765625,0.1421875,0.8348623853211009,4.728424129252253,0.11211669921874999,4.986371527777778,0.0,0.6920669185105235,1.0,1.0,99.0,0.4107142857142857,0.6486915041245855,0.6929058716670884,0.6619558143873363,"('Lumpia',)=>('Iced Tea',)"
Hotdog,Soda,0.2765625,0.4953125,0.2578125,0.9322033898305085,1.882051007859702,0.12082763671875002,7.444140625000007,1.0,0.87357926221336,0.013934221324987117,1.0,97.0,0.375,0.6530573339952548,0.6753736951412801,0.6597522423390624,"('Hotdog',)=>('Soda',)"
Fries,Milk Tea,0.23125,0.2171875,0.19375,0.8378378378378378,3.857670620260548,0.143525390625,4.82734375,0.445945945945946,0.6976152623211447,0.6983458597101154,1.0,87.0,0.19642857142857142,0.6427030899559186,0.6602189234542637,0.6479578400054221,"('Fries',)=>('Milk Tea',)"
Iced Tea,Lumpia,0.1765625,0.1703125,0.1421875,0.8053097345132743,4.728424129252252,0.11211669921874999,4.261576704545453,0.0,0.6369599167100467,0.9999999999999997,1.0,99.0,0.4107142857142857,0.6321594035844424,0.6840024511439495,0.6477123178522946,"('Iced Tea',)=>('Lumpia',)"
Cheese Stick,Milk Tea,0.2296875,0.2171875,0.1921875,0.8367346938775511,3.8525913962707388,0.14230224609375003,4.794726562500001,0.43243243243243257,0.6955582232893158,0.6965862699638049,1.0,87.0,0.19642857142857142,0.6389433781070897,0.632785388414058,0.6370959811991801,"('Cheese Stick',)=>('Milk Tea',)"
Burger,Soda,0.2671875,0.4953125,0.24375,0.9122807017543859,1.8418285461287287,0.11140869140624998,5.753437499999996,0.8783783783783783,0.8364293085655313,7.692265803468095e-17,1.0,96.0,0.35714285714285715,0.6123187539596208,0.6461321284109736,0.6224627662950266,"('Burger',)=>('Soda',)"
Nachos,Soda,0.2640625,0.4953125,0.246875,0.9349112426035504,1.8875179661396602,0.11608154296875003,7.75383522727274,0.9054054054054055,0.8786286112077969,0.01582813341711419,1.0,79.0,0.05357142857142857,0.6039838406548416,0.6398435350247955,0.6147417489658278,"('Nachos',)=>('Soda',)"
Fries,Cheese Stick,0.23125,0.2296875,0.19375,0.8378378378378378,3.6477293620150766,0.140634765625,4.750260416666666,0.445945945945946,0.6976152623211447,0.6256161501959415,1.0,76.0,0.0,0.604877805434518,0.6287812186766671,0.6120488294071627,"('Fries',)=>('Cheese Stick',)"
Cheese Stick,Fries,0.2296875,0.23125,0.19375,0.8435374149659864,3.647729362015076,0.140634765625,4.913315217391306,0.445945945945946,0.7082432973189277,0.6256161501959413,1.0,76.0,0.0,0.6080662159338528,0.6207892106846591,0.6118831143590946,"('Cheese Stick',)=>('Fries',)"
Soda,Hotdog,0.4953125,0.2765625,0.2578125,0.5205047318611987,1.8820510078597017,0.12082763671875002,1.5087479440789473,1.0,0.10588235294117643,0.01393422132498704,0.0,97.0,0.375,0.27274826121359974,0.0,0.1909237828495198,"('Soda',)=>('Hotdog',)"
Soda,"Burger, Nachos",0.4953125,0.2296875,0.2296875,0.4637223974763407,2.018927444794953,0.11592041015625,1.4364062499999999,0.7567567567567567,0.0,0.061352168520465045,0.0,132.0,1.0,0.2666893934814676,0.0,0.1866825754370273,"('Soda',)=>('Burger', 'Nachos')"
Soda,Burger,0.4953125,0.2671875,0.24375,0.4921135646687697,1.8418285461287285,0.11140869140624998,1.442866847826087,0.8783783783783783,0.052941176470588214,0.0,0.0,96.0,0.35714285714285715,0.22727231433113784,0.0,0.15909062003179647,"('Soda',)=>('Burger',)"
Soda,Nachos,0.4953125,0.2640625,0.246875,0.49842271293375395,1.8875179661396602,0.11608154296875003,1.467246462264151,0.9054054054054055,0.06470588235294118,0.01582813341711419,0.0,79.0,0.05357142857142857,0.20980702199838488,0.0,0.14686491539886942,"('Soda',)=>('Nachos',)"
"Extra Rice, Hotdog",Soda,0.0325,0.5,0.0325,1.0,2.0,0.01625,999.0,0.0,1.0,0.19413018527627485,0.0,123.0,0.8571428571428571,0.0,0.43424683203335446,0.13027404961000633,"('Extra Rice', 'Hotdog')=>('Soda',)"
