tx_id,timestamp,segment,day_type,items
801,2025-01-09T14:00:00Z,lunch,weekday,"Iced Tea, Fries, Chicken Rice"
802,2025-01-09T14:15:00Z,lunch,weekday,"Fries, Nuggets, Milk Tea"
803,2025-01-09T14:30:00Z,lunch,weekday,"Burger, Soda, Fries"
804,2025-01-09T14:45:00Z,lunch,weekday,"Fries, Milk Tea, Nuggets"
805,2025-01-09T15:00:00Z,lunch,weekday,"Chicken Rice, Iced Tea, Nachos"
806,2025-01-09T15:15:00Z,lunch,weekday,"Chicken Rice, Nuggets, Iced Tea"
807,2025-01-09T15:30:00Z,lunch,weekday,"Sisig Rice, Chicken Rice, Water, Spring Rolls"
808,2025-01-09T15:45:00Z,lunch,weekday,"Iced Tea, Chicken Rice, Milk Tea"
809,2025-01-09T16:00:00Z,lunch,weekday,"Sisig Rice, Fries, Water"
810,2025-01-09T16:15:00Z,lunch,weekday,"Spaghetti, Soda, Cheese Stick"
811,2025-01-09T16:30:00Z,lunch,weekday,"Hotdog, Spring Rolls, Chicken Rice, Nuggets, Iced Tea"
812,2025-01-09T16:45:00Z,lunch,weekday,"Sisig Rice, Fried Chicken, Water"
813,2025-01-09T17:00:00Z,dinner,weekday,"Chicken Rice, Iced Tea"
814,2025-01-09T17:15:00Z,dinner,weekday,"Soda, Burger, Fries"
815,2025-01-09T17:30:00Z,dinner,weekday,"Soda, Spaghetti, Cheese Stick"
816,2025-01-09T17:45:00Z,dinner,weekday,"Chicken Rice, Iced Tea, Fruit Juice"
817,2025-01-09T18:00:00Z,dinner,weekday,"Hotdog, Chicken Rice, Cheese Stick, Iced Tea, Fried Chicken"
818,2025-01-09T18:15:00Z,dinner,weekday,"Soda, Fries, Burger, Chicken Rice"
819,2025-01-09T18:30:00Z,dinner,weekday,"Chicken Rice, Iced Tea, Donut, Fried Chicken"
820,2025-01-09T18:45:00Z,dinner,weekday,"Burger, Chicken Rice, Iced Tea, Coffee"
821,2025-01-09T19:00:00Z,dinner,weekday,"Fish Fillet, Iced Tea, Chicken Rice"
822,2025-01-09T19:15:00Z,dinner,weekday,"Soda, Spaghetti, Cheese Stick"
823,2025-01-09T19:30:00Z,dinner,weekday,"Chicken Rice, Sundae, Iced Tea"
824,2025-01-09T19:45:00Z,dinner,weekday,"Fries, Nuggets, Milk Tea"
825,2025-01-09T20:00:00Z,dinner,weekday,"Chicken Rice, Salad, Iced Tea, Brownie"
826,2025-01-09T20:15:00Z,dinner,weekday,"Spring Rolls, Chicken Rice, Iced Tea, Fish Fillet"
827,2025-01-09T20:30:00Z,dinner,weekday,"Chicken Rice, Iced Tea"
828,2025-01-09T20:45:00Z,dinner,weekday,"Cheese Stick, Soda, Spaghetti"
829,2025-01-09T21:00:00Z,dinner,weekday,"Nuggets, Fries, Lumpia, Pasta, Milk Tea"
830,2025-01-09T21:15:00Z,dinner,weekday,"Soda, Spaghetti, Burger, Fries"
831,2025-01-09T21:30:00Z,dinner,weekday,"Nuggets, Milk Tea, Fries"
832,2025-01-09T21:45:00Z,dinner,weekday,"Soda, Spaghetti, Cheese Stick, Extra Rice"
833,2025-01-09T22:00:00Z,dinner,weekday,"Iced Tea, Sundae, Chicken Rice, Pasta"
834,2025-01-09T22:15:00Z,dinner,weekday,"Nuggets, Milk Tea, Fries"
835,2025-01-09T22:30:00Z,dinner,weekday,"Burger, Salad, Soda, Fries"
836,2025-01-09T22:45:00Z,dinner,weekday,"Fries, Nuggets, Milk Tea"
837,2025-01-09T23:00:00Z,dinner,weekday,"Sisig Rice, Burger, Water"
838,2025-01-09T23:15:00Z,dinner,weekday,"Burger, Soda, Fries"
839,2025-01-09T23:30:00Z,dinner,weekday,"Chicken Rice, Water, Iced Tea, Spring Rolls, Lumpia"
840,2025-01-09T23:45:00Z,dinner,weekday,"Salad, Soda, Fries, Burger"
841,2025-01-10T00:00:00Z,dinner,weekday,"Soda, Burger, Fries"
842,2025-01-10T00:15:00Z,dinner,weekday,"Chicken Rice, Iced Tea, Fried Chicken"
843,2025-01-10T00:30:00Z,dinner,weekday,"Nuggets, Fries, Milk Tea"
844,2025-01-10T00:45:00Z,dinner,weekday,"Fries, Nuggets, Milk Tea"
845,2025-01-10T01:00:00Z,dinner,weekday,"Spring Rolls, Water, Sisig Rice"
846,2025-01-10T01:15:00Z,dinner,weekday,"Sisig Rice, Water, Hotdog"
847,2025-01-10T01:30:00Z,dinner,weekday,"Spaghetti, Soda, Cheese Stick"
848,2025-01-10T01:45:00Z,dinner,weekday,"Pasta, Fries, Nuggets, Milk Tea"
849,2025-01-10T02:00:00Z,dinner,weekday,"Soda, Cheese Stick, Spaghetti"
850,2025-01-10T02:15:00Z,dinner,weekday,"Fries, Iced Tea, Burger, Soda"
851,2025-01-10T02:30:00Z,dinner,weekday,"Cheese Stick, Spaghetti, Soda"
852,2025-01-10T02:45:00Z,dinner,weekday,"Soda, Fries, Burger"
853,2025-01-10T03:00:00Z,dinner,weekday,"Fries, Burger, Soda"
854,2025-01-10T03:15:00Z,dinner,weekday,"Iced Tea, Spaghetti, Chicken Rice"
855,2025-01-10T03:30:00Z,dinner,weekday,"Chicken Rice, Fries, Fish Fillet, Iced Tea"
856,2025-01-10T03:45:00Z,dinner,weekday,"Sisig Rice, Soda, Fries, Burger"
857,2025-01-10T04:00:00Z,dinner,weekday,"Spaghetti, Soda, Milk Tea, Cheese Stick"
858,2025-01-10T04:15:00Z,dinner,weekday,"Nuggets, Iced Tea, Milk Tea, Fries"
859,2025-01-10T04:30:00Z,dinner,weekday,"Sisig Rice, Water"
860,2025-01-10T04:45:00Z,dinner,weekday,"Cheese Stick, Brownie, Sisig Rice, Water, Coffee"
861,2025-01-10T05:00:00Z,morning,weekday,"Chicken Rice, Soda, Fish Fillet, Iced Tea"
862,2025-01-10T05:15:00Z,morning,weekday,"Nuggets, Milk Tea, Fries"
863,2025-01-10T05:30:00Z,morning,weekday,"Fries, Burger, Milk Tea, Hotdog, Soda"
864,2025-01-10T05:45:00Z,morning,weekday,"Brownie, Milk Tea, Chicken Rice, Water, Iced Tea"
865,2025-01-10T06:00:00Z,morning,weekday,"Fries, Chicken Rice, Soda, Fish Fillet, Iced Tea"
866,2025-01-10T06:15:00Z,morning,weekday,"Fries, Coffee, Burger, Soda"
867,2025-01-10T06:30:00Z,morning,weekday,"Chicken Rice, Donut, Burger, Iced Tea, Fried Chicken"
868,2025-01-10T06:45:00Z,morning,weekday,"Soda, Fries, Burger"
869,2025-01-10T07:00:00Z,morning,weekday,"Sisig Rice, Water"
870,2025-01-10T07:15:00Z,morning,weekday,"Sisig Rice, Cheese Stick, Spaghetti, Soda"
871,2025-01-10T07:30:00Z,morning,weekday,"Cheese Stick, Spaghetti, Soda, Fried Chicken, Burger"
872,2025-01-10T07:45:00Z,morning,weekday,"Fries, Nuggets, Milk Tea"
873,2025-01-10T08:00:00Z,morning,weekday,"Fruit Juice, Chicken Rice, Iced Tea"
874,2025-01-10T08:15:00Z,morning,weekday,"Extra Rice, Chicken Rice, Iced Tea"
875,2025-01-10T08:30:00Z,morning,weekday,"Spaghetti, Soda, Cheese Stick"
876,2025-01-10T08:45:00Z,morning,weekday,"Burger, Fries, Soda"
877,2025-01-10T09:00:00Z,morning,weekday,"Milk Tea, Nuggets, Fries"
878,2025-01-10T09:15:00Z,morning,weekday,"Chicken Rice, Iced Tea, Fries, Salad"
879,2025-01-10T09:30:00Z,morning,weekday,"Burger, Soda, Fries"
880,2025-01-10T09:45:00Z,morning,weekday,"Burger, Fries, Soda"
881,2025-01-10T10:00:00Z,morning,weekday,"Soda, Cheese Stick, Spaghetti"
882,2025-01-10T10:15:00Z,morning,weekday,"Burger, Fries, Soda"
883,2025-01-10T10:30:00Z,morning,weekday,"Fries, Soda, Burger"
884,2025-01-10T10:45:00Z,morning,weekday,"Burger, Soda, Fries"
885,2025-01-10T11:00:00Z,lunch,weekday,"Milk Tea, Donut, Fries, Nuggets"
886,2025-01-10T11:15:00Z,lunch,weekday,"Fries, Burger, Soda"
887,2025-01-10T11:30:00Z,lunch,weekday,"Chicken Rice, Fruit Juice, Iced Tea, Cheese Stick"
888,2025-01-10T11:45:00Z,lunch,weekday,"Sisig Rice, Water"
889,2025-01-10T12:00:00Z,lunch,weekday,"Cheese Stick, Soda, Spaghetti"
890,2025-01-10T12:15:00Z,lunch,weekday,"Spaghetti, Soda, Cheese Stick"
891,2025-01-10T12:30:00Z,lunch,weekday,"Sisig Rice, Iced Tea, Fries, Water"
892,2025-01-10T12:45:00Z,lunch,weekday,"Fries, Burger, Soda"
893,2025-01-10T13:00:00Z,lunch,weekday,"Burger, Fries, Soda"
894,2025-01-10T13:15:00Z,lunch,weekday,"Sisig Rice, Water, Burger, Pasta"
895,2025-01-10T13:30:00Z,lunch,weekday,"Fried Chicken, Iced Tea, Chicken Rice, Spring Rolls, Lumpia"
896,2025-01-10T13:45:00Z,lunch,weekday,"Sisig Rice, Fries, Soda, Burger"
897,2025-01-10T14:00:00Z,lunch,weekday,"Iced Tea, Nuggets, Chicken Rice"
898,2025-01-10T14:15:00Z,lunch,weekday,"Milk Tea, Iced Tea, Chicken Rice"
899,2025-01-10T14:30:00Z,lunch,weekday,"Sisig Rice, Nuggets, Lumpia, Water"
900,2025-01-10T14:45:00Z,lunch,weekday,"Fries, Nuggets, Milk Tea"
901,2025-01-10T15:00:00Z,lunch,weekday,"Burger, Fries, Soda"
902,2025-01-10T15:15:00Z,lunch,weekday,"Burger, Soda, Fries"
903,2025-01-10T15:30:00Z,lunch,weekday,"Water, Iced Tea, Sisig Rice"
904,2025-01-10T15:45:00Z,lunch,weekday,"Water, Sisig Rice, Cheese Stick, Salad, Lumpia"
905,2025-01-10T16:00:00Z,lunch,weekday,"Sisig Rice, Water, Spring Rolls"
906,2025-01-10T16:15:00Z,lunch,weekday,"Milk Tea, Fries, Nuggets"
907,2025-01-10T16:30:00Z,lunch,weekday,"Spring Rolls, Milk Tea, Nuggets, Fries, Extra Rice"
